,date,jobs,isPartial,delta
101,2015-01-05 05:00:00,94,False,0.010752688172043012
102,2015-01-05 06:00:00,100,False,0.06382978723404255
103,2015-01-05 07:00:00,87,False,-0.13
104,2015-01-05 08:00:00,78,False,-0.10344827586206896
105,2015-01-05 09:00:00,93,False,0.19230769230769232
106,2015-01-05 10:00:00,84,False,-0.0967741935483871
107,2015-01-05 11:00:00,85,False,0.011904761904761904
108,2015-01-05 12:00:00,86,False,0.011764705882352941
109,2015-01-05 13:00:00,80,False,-0.06976744186046512
110,2015-01-05 14:00:00,84,False,0.05
111,2015-01-05 15:00:00,88,False,0.047619047619047616
112,2015-01-05 16:00:00,90,False,0.022727272727272728
113,2015-01-05 17:00:00,95,False,0.05555555555555555
114,2015-01-05 18:00:00,96,False,0.010526315789473684
115,2015-01-05 19:00:00,95,False,-0.010416666666666666
116,2015-01-05 20:00:00,99,False,0.042105263157894736
117,2015-01-05 21:00:00,99,False,0.0
118,2015-01-05 22:00:00,96,False,-0.030303030303030304
119,2015-01-05 23:00:00,95,False,-0.010416666666666666
120,2015-01-06 00:00:00,94,False,-0.010526315789473684
121,2015-01-06 01:00:00,90,False,-0.0425531914893617
122,2015-01-06 02:00:00,94,False,0.044444444444444446
123,2015-01-06 03:00:00,95,False,0.010638297872340425
124,2015-01-06 04:00:00,95,False,0.0
125,2015-01-06 05:00:00,94,False,-0.010526315789473684
126,2015-01-06 06:00:00,93,False,-0.010638297872340425
127,2015-01-06 07:00:00,83,False,-0.10752688172043011
128,2015-01-06 08:00:00,82,False,-0.012048192771084338
129,2015-01-06 09:00:00,92,False,0.12195121951219512
130,2015-01-06 10:00:00,84,False,-0.08695652173913043
131,2015-01-06 11:00:00,82,False,-0.023809523809523808
132,2015-01-06 12:00:00,80,False,-0.024390243902439025
133,2015-01-06 13:00:00,80,False,0.0
134,2015-01-06 14:00:00,83,False,0.0375
135,2015-01-06 15:00:00,84,False,0.012048192771084338
136,2015-01-06 16:00:00,89,False,0.05952380952380952
137,2015-01-06 17:00:00,92,False,0.033707865168539325
138,2015-01-06 18:00:00,93,False,0.010869565217391304
139,2015-01-06 19:00:00,97,False,0.043010752688172046
140,2015-01-06 20:00:00,94,False,-0.030927835051546393
141,2015-01-06 21:00:00,97,False,0.031914893617021274
142,2015-01-06 22:00:00,97,False,0.0
143,2015-01-06 23:00:00,93,False,-0.041237113402061855
144,2015-01-07 00:00:00,92,False,-0.010752688172043012
145,2015-01-07 01:00:00,88,False,-0.043478260869565216
146,2015-01-07 02:00:00,91,False,0.03409090909090909
147,2015-01-07 03:00:00,93,False,0.02197802197802198
148,2015-01-07 04:00:00,95,False,0.021505376344086023
149,2015-01-07 05:00:00,96,False,0.010526315789473684
150,2015-01-07 06:00:00,89,False,-0.07291666666666667
151,2015-01-07 07:00:00,81,False,-0.0898876404494382
152,2015-01-07 08:00:00,77,False,-0.04938271604938271
153,2015-01-07 09:00:00,81,False,0.05194805194805195
154,2015-01-07 10:00:00,90,False,0.1111111111111111
155,2015-01-07 11:00:00,80,False,-0.1111111111111111
156,2015-01-07 12:00:00,80,False,0.0
157,2015-01-07 13:00:00,76,False,-0.05
158,2015-01-07 14:00:00,79,False,0.039473684210526314
159,2015-01-07 15:00:00,81,False,0.02531645569620253
160,2015-01-07 16:00:00,84,False,0.037037037037037035
161,2015-01-07 17:00:00,87,False,0.03571428571428571
162,2015-01-07 18:00:00,89,False,0.022988505747126436
163,2015-01-07 19:00:00,88,False,-0.011235955056179775
164,2015-01-07 20:00:00,89,False,0.011363636363636364
165,2015-01-07 21:00:00,89,False,0.0
166,2015-01-07 22:00:00,86,False,-0.033707865168539325
167,2015-01-07 23:00:00,87,False,0.011627906976744186
168,2015-01-08 00:00:00,87,False,0.0
169,2015-01-08 00:00:00,88,False,0.011494252873563218
170,2015-01-08 01:00:00,86,False,-0.022727272727272728
171,2015-01-08 02:00:00,87,False,0.011627906976744186
172,2015-01-08 03:00:00,87,False,0.0
173,2015-01-08 04:00:00,90,False,0.034482758620689655
174,2015-01-08 05:00:00,89,False,-0.011111111111111112
175,2015-01-08 06:00:00,87,False,-0.02247191011235955
176,2015-01-08 07:00:00,79,False,-0.09195402298850575
177,2015-01-08 08:00:00,73,False,-0.0759493670886076
178,2015-01-08 09:00:00,76,False,0.0410958904109589
179,2015-01-08 10:00:00,78,False,0.02631578947368421
180,2015-01-08 11:00:00,82,False,0.05128205128205128
181,2015-01-08 12:00:00,74,False,-0.0975609756097561
182,2015-01-08 13:00:00,73,False,-0.013513513513513514
183,2015-01-08 14:00:00,75,False,0.0273972602739726
184,2015-01-08 15:00:00,77,False,0.02666666666666667
185,2015-01-08 16:00:00,80,False,0.03896103896103896
186,2015-01-08 17:00:00,81,False,0.0125
187,2015-01-08 18:00:00,85,False,0.04938271604938271
188,2015-01-08 19:00:00,87,False,0.023529411764705882
189,2015-01-08 20:00:00,86,False,-0.011494252873563218
190,2015-01-08 21:00:00,85,False,-0.011627906976744186
191,2015-01-08 22:00:00,85,False,0.0
192,2015-01-08 23:00:00,83,False,-0.023529411764705882
193,2015-01-09 00:00:00,83,False,0.0
194,2015-01-09 01:00:00,81,False,-0.024096385542168676
195,2015-01-09 02:00:00,84,False,0.037037037037037035
196,2015-01-09 03:00:00,87,False,0.03571428571428571
197,2015-01-09 04:00:00,85,False,-0.022988505747126436
198,2015-01-09 05:00:00,85,False,0.0
199,2015-01-09 06:00:00,78,False,-0.08235294117647059
200,2015-01-09 07:00:00,70,False,-0.10256410256410256
201,2015-01-09 08:00:00,66,False,-0.05714285714285714
202,2015-01-09 09:00:00,70,False,0.06060606060606061
203,2015-01-09 10:00:00,72,False,0.02857142857142857
204,2015-01-09 11:00:00,69,False,-0.041666666666666664
205,2015-01-09 12:00:00,74,False,0.07246376811594203
206,2015-01-09 13:00:00,67,False,-0.0945945945945946
207,2015-01-09 14:00:00,71,False,0.05970149253731343
208,2015-01-09 15:00:00,71,False,0.0
209,2015-01-09 16:00:00,73,False,0.028169014084507043
210,2015-01-09 17:00:00,81,False,0.1095890410958904
211,2015-01-09 18:00:00,82,False,0.012345679012345678
212,2015-01-09 19:00:00,76,False,-0.07317073170731707
213,2015-01-09 20:00:00,75,False,-0.013157894736842105
214,2015-01-09 21:00:00,85,False,0.13333333333333333
215,2015-01-09 22:00:00,72,False,-0.15294117647058825
216,2015-01-09 23:00:00,71,False,-0.013888888888888888
217,2015-01-10 00:00:00,74,False,0.04225352112676056
218,2015-01-10 01:00:00,71,False,-0.04054054054054054
219,2015-01-10 02:00:00,72,False,0.014084507042253521
220,2015-01-10 03:00:00,72,False,0.0
221,2015-01-10 04:00:00,74,False,0.027777777777777776
222,2015-01-10 05:00:00,75,False,0.013513513513513514
223,2015-01-10 06:00:00,75,False,0.0
224,2015-01-10 07:00:00,66,False,-0.12
225,2015-01-10 08:00:00,61,False,-0.07575757575757576
226,2015-01-10 09:00:00,60,False,-0.01639344262295082
227,2015-01-10 10:00:00,59,False,-0.016666666666666666
228,2015-01-10 11:00:00,65,False,0.1016949152542373
229,2015-01-10 12:00:00,63,False,-0.03076923076923077
230,2015-01-10 13:00:00,62,False,-0.015873015873015872
231,2015-01-10 14:00:00,57,False,-0.08064516129032258
232,2015-01-10 15:00:00,58,False,0.017543859649122806
233,2015-01-10 16:00:00,60,False,0.034482758620689655
234,2015-01-10 17:00:00,60,False,0.0
235,2015-01-10 18:00:00,64,False,0.06666666666666667
236,2015-01-10 19:00:00,62,False,-0.03125
237,2015-01-10 20:00:00,65,False,0.04838709677419355
238,2015-01-10 21:00:00,69,False,0.06153846153846154
239,2015-01-10 22:00:00,63,False,-0.08695652173913043
240,2015-01-10 23:00:00,64,False,0.015873015873015872
241,2015-01-11 00:00:00,65,False,0.015625
242,2015-01-11 01:00:00,64,False,-0.015384615384615385
243,2015-01-11 02:00:00,66,False,0.03125
244,2015-01-11 03:00:00,70,False,0.06060606060606061
245,2015-01-11 04:00:00,70,False,0.0
246,2015-01-11 05:00:00,73,False,0.04285714285714286
247,2015-01-11 06:00:00,72,False,-0.0136986301369863
248,2015-01-11 07:00:00,63,False,-0.125
249,2015-01-11 08:00:00,59,False,-0.06349206349206349
250,2015-01-11 09:00:00,60,False,0.01694915254237288
251,2015-01-11 10:00:00,60,False,0.0
252,2015-01-11 11:00:00,62,False,0.03333333333333333
253,2015-01-11 12:00:00,53,False,-0.14516129032258066
254,2015-01-11 13:00:00,56,False,0.05660377358490566
255,2015-01-11 14:00:00,60,False,0.07142857142857142
256,2015-01-11 15:00:00,64,False,0.06666666666666667
257,2015-01-11 16:00:00,67,False,0.046875
258,2015-01-11 17:00:00,67,False,0.0
259,2015-01-11 18:00:00,68,False,0.014925373134328358
260,2015-01-11 19:00:00,71,False,0.04411764705882353
261,2015-01-11 20:00:00,74,False,0.04225352112676056
262,2015-01-11 21:00:00,77,False,0.04054054054054054
263,2015-01-11 22:00:00,82,False,0.06493506493506493
264,2015-01-11 23:00:00,86,False,0.04878048780487805
265,2015-01-12 00:00:00,87,False,0.011627906976744186
266,2015-01-12 01:00:00,85,False,-0.022988505747126436
267,2015-01-12 02:00:00,87,False,0.023529411764705882
268,2015-01-12 03:00:00,90,False,0.034482758620689655
269,2015-01-12 04:00:00,94,False,0.044444444444444446
270,2015-01-12 05:00:00,94,False,0.0
271,2015-01-12 06:00:00,89,False,-0.05319148936170213
272,2015-01-12 07:00:00,81,False,-0.0898876404494382
273,2015-01-12 08:00:00,76,False,-0.06172839506172839
274,2015-01-12 09:00:00,82,False,0.07894736842105263
275,2015-01-12 10:00:00,85,False,0.036585365853658534
276,2015-01-12 11:00:00,82,False,-0.03529411764705882
277,2015-01-12 12:00:00,79,False,-0.036585365853658534
278,2015-01-12 13:00:00,80,False,0.012658227848101266
279,2015-01-12 14:00:00,85,False,0.0625
280,2015-01-12 15:00:00,88,False,0.03529411764705882
281,2015-01-12 16:00:00,96,False,0.09090909090909091
282,2015-01-12 17:00:00,94,False,-0.020833333333333332
283,2015-01-12 18:00:00,96,False,0.02127659574468085
284,2015-01-12 19:00:00,98,False,0.020833333333333332
285,2015-01-12 20:00:00,100,False,0.02040816326530612
286,2015-01-12 21:00:00,100,False,0.0
287,2015-01-12 22:00:00,98,False,-0.02
288,2015-01-12 23:00:00,99,False,0.01020408163265306
289,2015-01-13 00:00:00,96,False,-0.030303030303030304
290,2015-01-13 01:00:00,93,False,-0.03125
291,2015-01-13 02:00:00,94,False,0.010752688172043012
292,2015-01-13 03:00:00,96,False,0.02127659574468085
293,2015-01-13 04:00:00,95,False,-0.010416666666666666
294,2015-01-13 05:00:00,95,False,0.0
295,2015-01-13 06:00:00,89,False,-0.06315789473684211
296,2015-01-13 07:00:00,80,False,-0.10112359550561797
297,2015-01-13 08:00:00,74,False,-0.075
298,2015-01-13 09:00:00,78,False,0.05405405405405406
299,2015-01-13 10:00:00,81,False,0.038461538461538464
300,2015-01-13 11:00:00,78,False,-0.037037037037037035
301,2015-01-13 12:00:00,80,False,0.02564102564102564
302,2015-01-13 13:00:00,78,False,-0.025
303,2015-01-13 14:00:00,81,False,0.038461538461538464
304,2015-01-13 15:00:00,84,False,0.037037037037037035
305,2015-01-13 16:00:00,87,False,0.03571428571428571
306,2015-01-13 17:00:00,90,False,0.034482758620689655
307,2015-01-13 18:00:00,92,False,0.022222222222222223
308,2015-01-13 19:00:00,94,False,0.021739130434782608
309,2015-01-13 20:00:00,95,False,0.010638297872340425
310,2015-01-13 21:00:00,96,False,0.010526315789473684
311,2015-01-13 22:00:00,94,False,-0.020833333333333332
312,2015-01-13 23:00:00,94,False,0.0
313,2015-01-14 00:00:00,93,False,-0.010638297872340425
314,2015-01-14 01:00:00,92,False,-0.010752688172043012
315,2015-01-14 02:00:00,92,False,0.0
316,2015-01-14 03:00:00,93,False,0.010869565217391304
317,2015-01-14 04:00:00,93,False,0.0
318,2015-01-14 05:00:00,91,False,-0.021505376344086023
319,2015-01-14 06:00:00,84,False,-0.07692307692307693
320,2015-01-14 07:00:00,76,False,-0.09523809523809523
321,2015-01-14 08:00:00,71,False,-0.06578947368421052
322,2015-01-14 09:00:00,74,False,0.04225352112676056
323,2015-01-14 10:00:00,77,False,0.04054054054054054
324,2015-01-14 11:00:00,75,False,-0.025974025974025976
325,2015-01-14 12:00:00,77,False,0.02666666666666667
326,2015-01-14 13:00:00,73,False,-0.05194805194805195
327,2015-01-14 14:00:00,77,False,0.0547945205479452
328,2015-01-14 15:00:00,80,False,0.03896103896103896
329,2015-01-14 16:00:00,84,False,0.05
330,2015-01-14 17:00:00,87,False,0.03571428571428571
331,2015-01-14 18:00:00,89,False,0.022988505747126436
332,2015-01-14 19:00:00,89,False,0.0
333,2015-01-14 20:00:00,92,False,0.033707865168539325
334,2015-01-14 21:00:00,92,False,0.0
335,2015-01-14 22:00:00,92,False,0.0
336,2015-01-14 23:00:00,91,False,-0.010869565217391304
337,2015-01-15 00:00:00,89,False,-0.02197802197802198
338,2015-01-22 00:00:00,93,False,0.0449438202247191
339,2015-01-22 01:00:00,93,False,0.0
340,2015-01-22 02:00:00,92,False,-0.010752688172043012
341,2015-01-22 03:00:00,95,False,0.03260869565217391
342,2015-01-22 04:00:00,96,False,0.010526315789473684
343,2015-01-22 05:00:00,96,False,0.0
344,2015-01-22 06:00:00,90,False,-0.0625
345,2015-01-22 07:00:00,80,False,-0.1111111111111111
346,2015-01-22 08:00:00,74,False,-0.075
347,2015-01-22 09:00:00,77,False,0.04054054054054054
348,2015-01-22 10:00:00,79,False,0.025974025974025976
349,2015-01-22 11:00:00,78,False,-0.012658227848101266
350,2015-01-22 12:00:00,75,False,-0.038461538461538464
351,2015-01-22 13:00:00,78,False,0.04
352,2015-01-22 14:00:00,83,False,0.0641025641025641
353,2015-01-22 15:00:00,82,False,-0.012048192771084338
354,2015-01-22 16:00:00,85,False,0.036585365853658534
355,2015-01-22 17:00:00,87,False,0.023529411764705882
356,2015-01-22 18:00:00,89,False,0.022988505747126436
357,2015-01-22 19:00:00,88,False,-0.011235955056179775
358,2015-01-22 20:00:00,91,False,0.03409090909090909
359,2015-01-22 21:00:00,91,False,0.0
360,2015-01-22 22:00:00,90,False,-0.01098901098901099
361,2015-01-22 23:00:00,89,False,-0.011111111111111112
362,2015-01-23 00:00:00,87,False,-0.02247191011235955
363,2015-01-23 01:00:00,86,False,-0.011494252873563218
364,2015-01-23 02:00:00,87,False,0.011627906976744186
365,2015-01-23 03:00:00,88,False,0.011494252873563218
366,2015-01-23 04:00:00,90,False,0.022727272727272728
367,2015-01-23 05:00:00,88,False,-0.022222222222222223
368,2015-01-23 06:00:00,81,False,-0.07954545454545454
369,2015-01-23 07:00:00,72,False,-0.1111111111111111
370,2015-01-23 08:00:00,67,False,-0.06944444444444445
371,2015-01-23 09:00:00,77,False,0.14925373134328357
372,2015-01-23 10:00:00,71,False,-0.07792207792207792
373,2015-01-23 11:00:00,70,False,-0.014084507042253521
374,2015-01-23 12:00:00,66,False,-0.05714285714285714
375,2015-01-23 13:00:00,68,False,0.030303030303030304
376,2015-01-23 14:00:00,71,False,0.04411764705882353
377,2015-01-23 15:00:00,74,False,0.04225352112676056
378,2015-01-23 16:00:00,76,False,0.02702702702702703
379,2015-01-23 17:00:00,76,False,0.0
380,2015-01-23 18:00:00,78,False,0.02631578947368421
381,2015-01-23 19:00:00,77,False,-0.01282051282051282
382,2015-01-23 20:00:00,78,False,0.012987012987012988
383,2015-01-23 21:00:00,76,False,-0.02564102564102564
384,2015-01-23 22:00:00,75,False,-0.013157894736842105
385,2015-01-23 23:00:00,74,False,-0.013333333333333334
386,2015-01-24 00:00:00,72,False,-0.02702702702702703
387,2015-01-24 01:00:00,71,False,-0.013888888888888888
388,2015-01-24 02:00:00,71,False,0.0
389,2015-01-24 03:00:00,73,False,0.028169014084507043
390,2015-01-24 04:00:00,76,False,0.0410958904109589
391,2015-01-24 05:00:00,76,False,0.0
392,2015-01-24 06:00:00,72,False,-0.05263157894736842
393,2015-01-24 07:00:00,65,False,-0.09722222222222222
394,2015-01-24 08:00:00,61,False,-0.06153846153846154
395,2015-01-24 09:00:00,58,False,-0.04918032786885246
396,2015-01-24 10:00:00,56,False,-0.034482758620689655
397,2015-01-24 11:00:00,62,False,0.10714285714285714
398,2015-01-24 12:00:00,53,False,-0.14516129032258066
399,2015-01-24 13:00:00,54,False,0.018867924528301886
400,2015-01-24 14:00:00,56,False,0.037037037037037035
401,2015-01-24 15:00:00,58,False,0.03571428571428571
402,2015-01-24 16:00:00,59,False,0.017241379310344827
403,2015-01-24 17:00:00,59,False,0.0
404,2015-01-24 18:00:00,59,False,0.0
405,2015-01-24 19:00:00,60,False,0.01694915254237288
406,2015-01-24 20:00:00,61,False,0.016666666666666666
407,2015-01-24 21:00:00,63,False,0.03278688524590164
408,2015-01-24 22:00:00,62,False,-0.015873015873015872
409,2015-01-24 23:00:00,62,False,0.0
410,2015-01-25 00:00:00,63,False,0.016129032258064516
411,2015-01-25 01:00:00,64,False,0.015873015873015872
412,2015-01-25 02:00:00,64,False,0.0
413,2015-01-25 03:00:00,65,False,0.015625
414,2015-01-25 04:00:00,67,False,0.03076923076923077
415,2015-01-25 05:00:00,69,False,0.029850746268656716
416,2015-01-25 06:00:00,65,False,-0.057971014492753624
417,2015-01-25 07:00:00,59,False,-0.09230769230769231
418,2015-01-25 08:00:00,54,False,-0.0847457627118644
419,2015-01-25 09:00:00,53,False,-0.018518518518518517
420,2015-01-25 10:00:00,52,False,-0.018867924528301886
421,2015-01-25 11:00:00,52,False,0.0
422,2015-01-25 12:00:00,59,False,0.1346153846153846
423,2015-01-25 13:00:00,55,False,-0.06779661016949153
424,2015-01-25 14:00:00,58,False,0.05454545454545454
425,2015-01-25 15:00:00,61,False,0.05172413793103448
426,2015-01-25 16:00:00,63,False,0.03278688524590164
427,2015-01-25 17:00:00,66,False,0.047619047619047616
428,2015-01-25 18:00:00,67,False,0.015151515151515152
429,2015-01-25 19:00:00,70,False,0.04477611940298507
430,2015-01-25 20:00:00,72,False,0.02857142857142857
431,2015-01-25 21:00:00,75,False,0.041666666666666664
432,2015-01-25 22:00:00,78,False,0.04
433,2015-01-25 23:00:00,78,False,0.0
434,2015-01-26 00:00:00,78,False,0.0
435,2015-01-26 01:00:00,77,False,-0.01282051282051282
436,2015-01-26 02:00:00,79,False,0.025974025974025976
437,2015-01-26 03:00:00,79,False,0.0
438,2015-01-26 04:00:00,81,False,0.02531645569620253
439,2015-01-26 05:00:00,80,False,-0.012345679012345678
440,2015-01-26 06:00:00,78,False,-0.025
441,2015-01-26 07:00:00,72,False,-0.07692307692307693
442,2015-01-26 08:00:00,69,False,-0.041666666666666664
443,2015-01-26 09:00:00,75,False,0.08695652173913043
444,2015-01-26 10:00:00,79,False,0.05333333333333334
445,2015-01-26 11:00:00,78,False,-0.012658227848101266
446,2015-01-26 12:00:00,82,False,0.05128205128205128
447,2015-01-26 13:00:00,78,False,-0.04878048780487805
448,2015-01-26 14:00:00,83,False,0.0641025641025641
449,2015-01-26 15:00:00,86,False,0.03614457831325301
450,2015-01-26 16:00:00,90,False,0.046511627906976744
451,2015-01-26 17:00:00,92,False,0.022222222222222223
452,2015-01-26 18:00:00,94,False,0.021739130434782608
453,2015-01-26 19:00:00,95,False,0.010638297872340425
454,2015-01-26 20:00:00,98,False,0.031578947368421054
455,2015-01-26 21:00:00,97,False,-0.01020408163265306
456,2015-01-26 22:00:00,95,False,-0.020618556701030927
457,2015-01-26 23:00:00,95,False,0.0
458,2015-01-27 00:00:00,94,False,-0.010526315789473684
459,2015-01-27 01:00:00,92,False,-0.02127659574468085
460,2015-01-27 02:00:00,93,False,0.010869565217391304
461,2015-01-27 03:00:00,96,False,0.03225806451612903
462,2015-01-27 04:00:00,98,False,0.020833333333333332
463,2015-01-27 05:00:00,98,False,0.0
464,2015-01-27 06:00:00,88,False,-0.10204081632653061
465,2015-01-27 07:00:00,82,False,-0.06818181818181818
466,2015-01-27 08:00:00,78,False,-0.04878048780487805
467,2015-01-27 09:00:00,83,False,0.0641025641025641
468,2015-01-27 10:00:00,83,False,0.0
469,2015-01-27 11:00:00,80,False,-0.03614457831325301
470,2015-01-27 12:00:00,83,False,0.0375
471,2015-01-27 13:00:00,78,False,-0.060240963855421686
472,2015-01-27 14:00:00,81,False,0.038461538461538464
473,2015-01-27 15:00:00,84,False,0.037037037037037035
474,2015-01-27 16:00:00,88,False,0.047619047619047616
475,2015-01-27 17:00:00,90,False,0.022727272727272728
476,2015-01-27 18:00:00,92,False,0.022222222222222223
477,2015-01-27 19:00:00,93,False,0.010869565217391304
478,2015-01-27 20:00:00,94,False,0.010752688172043012
479,2015-01-27 21:00:00,96,False,0.02127659574468085
480,2015-01-27 22:00:00,95,False,-0.010416666666666666
481,2015-01-27 23:00:00,95,False,0.0
482,2015-01-28 00:00:00,94,False,-0.010526315789473684
483,2015-01-28 01:00:00,94,False,0.0
484,2015-01-28 02:00:00,95,False,0.010638297872340425
485,2015-01-28 03:00:00,95,False,0.0
486,2015-01-28 04:00:00,99,False,0.042105263157894736
487,2015-01-28 05:00:00,100,False,0.010101010101010102
488,2015-01-28 06:00:00,93,False,-0.07
489,2015-01-28 07:00:00,84,False,-0.0967741935483871
490,2015-01-28 08:00:00,78,False,-0.07142857142857142
491,2015-01-28 09:00:00,81,False,0.038461538461538464
492,2015-01-28 10:00:00,82,False,0.012345679012345678
493,2015-01-28 11:00:00,79,False,-0.036585365853658534
494,2015-01-28 12:00:00,76,False,-0.0379746835443038
495,2015-01-28 13:00:00,77,False,0.013157894736842105
496,2015-01-28 14:00:00,86,False,0.11688311688311688
497,2015-01-28 15:00:00,84,False,-0.023255813953488372
498,2015-01-28 16:00:00,88,False,0.047619047619047616
499,2015-01-28 17:00:00,90,False,0.022727272727272728
500,2015-01-28 18:00:00,92,False,0.022222222222222223
501,2015-01-28 19:00:00,92,False,0.0
502,2015-01-28 20:00:00,93,False,0.010869565217391304
503,2015-01-28 21:00:00,92,False,-0.010752688172043012
504,2015-01-28 22:00:00,92,False,0.0
505,2015-01-28 23:00:00,92,False,0.0
506,2015-01-29 00:00:00,90,False,-0.021739130434782608
507,2015-01-29 00:00:00,91,False,0.011111111111111112
