,date,sports,isPartial,delta
101,2015-01-05 05:00:00,50,False,-0.09090909090909091
102,2015-01-05 06:00:00,45,False,-0.1
103,2015-01-05 07:00:00,42,False,-0.06666666666666667
104,2015-01-05 08:00:00,40,False,-0.047619047619047616
105,2015-01-05 09:00:00,42,False,0.05
106,2015-01-05 10:00:00,43,False,0.023809523809523808
107,2015-01-05 11:00:00,44,False,0.023255813953488372
108,2015-01-05 12:00:00,45,False,0.022727272727272728
109,2015-01-05 13:00:00,49,False,0.08888888888888889
110,2015-01-05 14:00:00,51,False,0.04081632653061224
111,2015-01-05 15:00:00,52,False,0.0196078431372549
112,2015-01-05 16:00:00,54,False,0.038461538461538464
113,2015-01-05 17:00:00,58,False,0.07407407407407407
114,2015-01-05 18:00:00,58,False,0.0
115,2015-01-05 19:00:00,64,False,0.10344827586206896
116,2015-01-05 20:00:00,67,False,0.046875
117,2015-01-05 21:00:00,68,False,0.014925373134328358
118,2015-01-05 22:00:00,64,False,-0.058823529411764705
119,2015-01-05 23:00:00,64,False,0.0
120,2015-01-06 00:00:00,69,False,0.078125
121,2015-01-06 01:00:00,74,False,0.07246376811594203
122,2015-01-06 02:00:00,68,False,-0.08108108108108109
123,2015-01-06 03:00:00,66,False,-0.029411764705882353
124,2015-01-06 04:00:00,59,False,-0.10606060606060606
125,2015-01-06 05:00:00,54,False,-0.0847457627118644
126,2015-01-06 06:00:00,47,False,-0.12962962962962962
127,2015-01-06 07:00:00,42,False,-0.10638297872340426
128,2015-01-06 08:00:00,42,False,0.0
129,2015-01-06 09:00:00,43,False,0.023809523809523808
130,2015-01-06 10:00:00,44,False,0.023255813953488372
131,2015-01-06 11:00:00,45,False,0.022727272727272728
132,2015-01-06 12:00:00,47,False,0.044444444444444446
133,2015-01-06 13:00:00,48,False,0.02127659574468085
134,2015-01-06 14:00:00,50,False,0.041666666666666664
135,2015-01-06 15:00:00,54,False,0.08
136,2015-01-06 16:00:00,57,False,0.05555555555555555
137,2015-01-06 17:00:00,58,False,0.017543859649122806
138,2015-01-06 18:00:00,60,False,0.034482758620689655
139,2015-01-06 19:00:00,63,False,0.05
140,2015-01-06 20:00:00,65,False,0.031746031746031744
141,2015-01-06 21:00:00,65,False,0.0
142,2015-01-06 22:00:00,64,False,-0.015384615384615385
143,2015-01-06 23:00:00,63,False,-0.015625
144,2015-01-07 00:00:00,65,False,0.031746031746031744
145,2015-01-07 01:00:00,66,False,0.015384615384615385
146,2015-01-07 02:00:00,65,False,-0.015151515151515152
147,2015-01-07 03:00:00,63,False,-0.03076923076923077
148,2015-01-07 04:00:00,58,False,-0.07936507936507936
149,2015-01-07 05:00:00,55,False,-0.05172413793103448
150,2015-01-07 06:00:00,48,False,-0.12727272727272726
151,2015-01-07 07:00:00,43,False,-0.10416666666666667
152,2015-01-07 08:00:00,42,False,-0.023255813953488372
153,2015-01-07 09:00:00,43,False,0.023809523809523808
154,2015-01-07 10:00:00,44,False,0.023255813953488372
155,2015-01-07 11:00:00,45,False,0.022727272727272728
156,2015-01-07 12:00:00,46,False,0.022222222222222223
157,2015-01-07 13:00:00,49,False,0.06521739130434782
158,2015-01-07 14:00:00,50,False,0.02040816326530612
159,2015-01-07 15:00:00,52,False,0.04
160,2015-01-07 16:00:00,55,False,0.057692307692307696
161,2015-01-07 17:00:00,57,False,0.03636363636363636
162,2015-01-07 18:00:00,57,False,0.0
163,2015-01-07 19:00:00,64,False,0.12280701754385964
164,2015-01-07 20:00:00,74,False,0.15625
165,2015-01-07 21:00:00,66,False,-0.10810810810810811
166,2015-01-07 22:00:00,61,False,-0.07575757575757576
167,2015-01-07 23:00:00,63,False,0.03278688524590164
168,2015-01-08 00:00:00,70,False,0.1111111111111111
169,2015-01-08 00:00:00,71,False,0.014285714285714285
170,2015-01-08 01:00:00,64,False,-0.09859154929577464
171,2015-01-08 02:00:00,64,False,0.0
172,2015-01-08 03:00:00,64,False,0.0
173,2015-01-08 04:00:00,64,False,0.0
174,2015-01-08 05:00:00,59,False,-0.078125
175,2015-01-08 06:00:00,49,False,-0.1694915254237288
176,2015-01-08 07:00:00,43,False,-0.12244897959183673
177,2015-01-08 08:00:00,42,False,-0.023255813953488372
178,2015-01-08 09:00:00,43,False,0.023809523809523808
179,2015-01-08 10:00:00,43,False,0.0
180,2015-01-08 11:00:00,45,False,0.046511627906976744
181,2015-01-08 12:00:00,46,False,0.022222222222222223
182,2015-01-08 13:00:00,48,False,0.043478260869565216
183,2015-01-08 14:00:00,49,False,0.020833333333333332
184,2015-01-08 15:00:00,51,False,0.04081632653061224
185,2015-01-08 16:00:00,53,False,0.0392156862745098
186,2015-01-08 17:00:00,55,False,0.03773584905660377
187,2015-01-08 18:00:00,56,False,0.01818181818181818
188,2015-01-08 19:00:00,58,False,0.03571428571428571
189,2015-01-08 20:00:00,59,False,0.017241379310344827
190,2015-01-08 21:00:00,62,False,0.05084745762711865
191,2015-01-08 22:00:00,61,False,-0.016129032258064516
192,2015-01-08 23:00:00,61,False,0.0
193,2015-01-09 00:00:00,62,False,0.01639344262295082
194,2015-01-09 01:00:00,62,False,0.0
195,2015-01-09 02:00:00,63,False,0.016129032258064516
196,2015-01-09 03:00:00,63,False,0.0
197,2015-01-09 04:00:00,63,False,0.0
198,2015-01-09 05:00:00,57,False,-0.09523809523809523
199,2015-01-09 06:00:00,50,False,-0.12280701754385964
200,2015-01-09 07:00:00,42,False,-0.16
201,2015-01-09 08:00:00,42,False,0.0
202,2015-01-09 09:00:00,44,False,0.047619047619047616
203,2015-01-09 10:00:00,43,False,-0.022727272727272728
204,2015-01-09 11:00:00,45,False,0.046511627906976744
205,2015-01-09 12:00:00,46,False,0.022222222222222223
206,2015-01-09 13:00:00,48,False,0.043478260869565216
207,2015-01-09 14:00:00,50,False,0.041666666666666664
208,2015-01-09 15:00:00,52,False,0.04
209,2015-01-09 16:00:00,55,False,0.057692307692307696
210,2015-01-09 17:00:00,56,False,0.01818181818181818
211,2015-01-09 18:00:00,59,False,0.05357142857142857
212,2015-01-09 19:00:00,58,False,-0.01694915254237288
213,2015-01-09 20:00:00,59,False,0.017241379310344827
214,2015-01-09 21:00:00,60,False,0.01694915254237288
215,2015-01-09 22:00:00,60,False,0.0
216,2015-01-09 23:00:00,62,False,0.03333333333333333
217,2015-01-10 00:00:00,67,False,0.08064516129032258
218,2015-01-10 01:00:00,67,False,0.0
219,2015-01-10 02:00:00,67,False,0.0
220,2015-01-10 03:00:00,68,False,0.014925373134328358
221,2015-01-10 04:00:00,70,False,0.029411764705882353
222,2015-01-10 05:00:00,67,False,-0.04285714285714286
223,2015-01-10 06:00:00,61,False,-0.08955223880597014
224,2015-01-10 07:00:00,49,False,-0.19672131147540983
225,2015-01-10 08:00:00,49,False,0.0
226,2015-01-10 09:00:00,50,False,0.02040816326530612
227,2015-01-10 10:00:00,48,False,-0.04
228,2015-01-10 11:00:00,50,False,0.041666666666666664
229,2015-01-10 12:00:00,58,False,0.16
230,2015-01-10 13:00:00,61,False,0.05172413793103448
231,2015-01-10 14:00:00,68,False,0.11475409836065574
232,2015-01-10 15:00:00,79,False,0.16176470588235295
233,2015-01-10 16:00:00,75,False,-0.05063291139240506
234,2015-01-10 17:00:00,71,False,-0.05333333333333334
235,2015-01-10 18:00:00,70,False,-0.014084507042253521
236,2015-01-10 19:00:00,70,False,0.0
237,2015-01-10 20:00:00,73,False,0.04285714285714286
238,2015-01-10 21:00:00,85,False,0.1643835616438356
239,2015-01-10 22:00:00,83,False,-0.023529411764705882
240,2015-01-10 23:00:00,81,False,-0.024096385542168676
241,2015-01-11 00:00:00,88,False,0.08641975308641975
242,2015-01-11 01:00:00,100,False,0.13636363636363635
243,2015-01-11 02:00:00,82,False,-0.18
244,2015-01-11 03:00:00,79,False,-0.036585365853658534
245,2015-01-11 04:00:00,67,False,-0.1518987341772152
246,2015-01-11 05:00:00,55,False,-0.1791044776119403
247,2015-01-11 06:00:00,48,False,-0.12727272727272726
248,2015-01-11 07:00:00,45,False,-0.0625
249,2015-01-11 08:00:00,46,False,0.022222222222222223
250,2015-01-11 09:00:00,48,False,0.043478260869565216
251,2015-01-11 10:00:00,46,False,-0.041666666666666664
252,2015-01-11 11:00:00,50,False,0.08695652173913043
253,2015-01-11 12:00:00,54,False,0.08
254,2015-01-11 13:00:00,64,False,0.18518518518518517
255,2015-01-11 14:00:00,68,False,0.0625
256,2015-01-11 15:00:00,77,False,0.1323529411764706
257,2015-01-11 16:00:00,82,False,0.06493506493506493
258,2015-01-11 17:00:00,84,False,0.024390243902439025
259,2015-01-11 18:00:00,93,False,0.10714285714285714
260,2015-01-11 19:00:00,90,False,-0.03225806451612903
261,2015-01-11 20:00:00,99,False,0.1
262,2015-01-11 21:00:00,99,False,0.0
263,2015-01-11 22:00:00,89,False,-0.10101010101010101
264,2015-01-11 23:00:00,85,False,-0.0449438202247191
265,2015-01-12 00:00:00,83,False,-0.023529411764705882
266,2015-01-12 01:00:00,72,False,-0.13253012048192772
267,2015-01-12 02:00:00,68,False,-0.05555555555555555
268,2015-01-12 03:00:00,62,False,-0.08823529411764706
269,2015-01-12 04:00:00,58,False,-0.06451612903225806
270,2015-01-12 05:00:00,51,False,-0.1206896551724138
271,2015-01-12 06:00:00,46,False,-0.09803921568627451
272,2015-01-12 07:00:00,44,False,-0.043478260869565216
273,2015-01-12 08:00:00,43,False,-0.022727272727272728
274,2015-01-12 09:00:00,46,False,0.06976744186046512
275,2015-01-12 10:00:00,48,False,0.043478260869565216
276,2015-01-12 11:00:00,48,False,0.0
277,2015-01-12 12:00:00,50,False,0.041666666666666664
278,2015-01-12 13:00:00,54,False,0.08
279,2015-01-12 14:00:00,56,False,0.037037037037037035
280,2015-01-12 15:00:00,60,False,0.07142857142857142
281,2015-01-12 16:00:00,65,False,0.08333333333333333
282,2015-01-12 17:00:00,73,False,0.12307692307692308
283,2015-01-12 18:00:00,73,False,0.0
284,2015-01-12 19:00:00,71,False,-0.0273972602739726
285,2015-01-12 20:00:00,68,False,-0.04225352112676056
286,2015-01-12 21:00:00,69,False,0.014705882352941176
287,2015-01-12 22:00:00,73,False,0.057971014492753624
288,2015-01-12 23:00:00,75,False,0.0273972602739726
289,2015-01-13 00:00:00,78,False,0.04
290,2015-01-13 01:00:00,86,False,0.10256410256410256
291,2015-01-13 02:00:00,80,False,-0.06976744186046512
292,2015-01-13 03:00:00,75,False,-0.0625
293,2015-01-13 04:00:00,70,False,-0.06666666666666667
294,2015-01-13 05:00:00,58,False,-0.17142857142857143
295,2015-01-13 06:00:00,48,False,-0.1724137931034483
296,2015-01-13 07:00:00,43,False,-0.10416666666666667
297,2015-01-13 08:00:00,42,False,-0.023255813953488372
298,2015-01-13 09:00:00,43,False,0.023809523809523808
299,2015-01-13 10:00:00,44,False,0.023255813953488372
300,2015-01-13 11:00:00,44,False,0.0
301,2015-01-13 12:00:00,47,False,0.06818181818181818
302,2015-01-13 13:00:00,49,False,0.0425531914893617
303,2015-01-13 14:00:00,51,False,0.04081632653061224
304,2015-01-13 15:00:00,54,False,0.058823529411764705
305,2015-01-13 16:00:00,57,False,0.05555555555555555
306,2015-01-13 17:00:00,59,False,0.03508771929824561
307,2015-01-13 18:00:00,61,False,0.03389830508474576
308,2015-01-13 19:00:00,65,False,0.06557377049180328
309,2015-01-13 20:00:00,67,False,0.03076923076923077
310,2015-01-13 21:00:00,69,False,0.029850746268656716
311,2015-01-13 22:00:00,71,False,0.028985507246376812
312,2015-01-13 23:00:00,70,False,-0.014084507042253521
313,2015-01-14 00:00:00,72,False,0.02857142857142857
314,2015-01-14 01:00:00,70,False,-0.027777777777777776
315,2015-01-14 02:00:00,70,False,0.0
316,2015-01-14 03:00:00,66,False,-0.05714285714285714
317,2015-01-14 04:00:00,61,False,-0.07575757575757576
318,2015-01-14 05:00:00,52,False,-0.14754098360655737
319,2015-01-14 06:00:00,45,False,-0.1346153846153846
320,2015-01-14 07:00:00,41,False,-0.08888888888888889
321,2015-01-14 08:00:00,39,False,-0.04878048780487805
322,2015-01-14 09:00:00,41,False,0.05128205128205128
323,2015-01-14 10:00:00,42,False,0.024390243902439025
324,2015-01-14 11:00:00,43,False,0.023809523809523808
325,2015-01-14 12:00:00,46,False,0.06976744186046512
326,2015-01-14 13:00:00,48,False,0.043478260869565216
327,2015-01-14 14:00:00,51,False,0.0625
328,2015-01-14 15:00:00,53,False,0.0392156862745098
329,2015-01-14 16:00:00,58,False,0.09433962264150944
330,2015-01-14 17:00:00,59,False,0.017241379310344827
331,2015-01-14 18:00:00,60,False,0.01694915254237288
332,2015-01-14 19:00:00,63,False,0.05
333,2015-01-14 20:00:00,68,False,0.07936507936507936
334,2015-01-14 21:00:00,69,False,0.014705882352941176
335,2015-01-14 22:00:00,67,False,-0.028985507246376812
336,2015-01-14 23:00:00,66,False,-0.014925373134328358
337,2015-01-15 00:00:00,67,False,0.015151515151515152
338,2015-01-15 00:00:00,52,False,-0.22388059701492538
339,2015-01-15 01:00:00,51,False,-0.019230769230769232
340,2015-01-15 02:00:00,50,False,-0.0196078431372549
341,2015-01-15 03:00:00,47,False,-0.06
342,2015-01-15 04:00:00,42,False,-0.10638297872340426
343,2015-01-15 05:00:00,38,False,-0.09523809523809523
344,2015-01-15 06:00:00,34,False,-0.10526315789473684
345,2015-01-15 07:00:00,31,False,-0.08823529411764706
346,2015-01-15 08:00:00,30,False,-0.03225806451612903
347,2015-01-15 09:00:00,32,False,0.06666666666666667
348,2015-01-15 10:00:00,32,False,0.0
349,2015-01-15 11:00:00,32,False,0.0
350,2015-01-15 12:00:00,35,False,0.09375
351,2015-01-15 13:00:00,37,False,0.05714285714285714
352,2015-01-15 14:00:00,38,False,0.02702702702702703
353,2015-01-15 15:00:00,40,False,0.05263157894736842
354,2015-01-15 16:00:00,43,False,0.075
355,2015-01-15 17:00:00,44,False,0.023255813953488372
356,2015-01-15 18:00:00,47,False,0.06818181818181818
357,2015-01-15 19:00:00,55,False,0.1702127659574468
358,2015-01-15 20:00:00,53,False,-0.03636363636363636
359,2015-01-15 21:00:00,51,False,-0.03773584905660377
360,2015-01-15 22:00:00,51,False,0.0
361,2015-01-15 23:00:00,49,False,-0.0392156862745098
362,2015-01-16 00:00:00,51,False,0.04081632653061224
363,2015-01-16 01:00:00,52,False,0.0196078431372549
364,2015-01-16 02:00:00,50,False,-0.038461538461538464
365,2015-01-16 03:00:00,49,False,-0.02
366,2015-01-16 04:00:00,46,False,-0.061224489795918366
367,2015-01-16 05:00:00,41,False,-0.10869565217391304
368,2015-01-16 06:00:00,37,False,-0.0975609756097561
369,2015-01-16 07:00:00,34,False,-0.08108108108108109
370,2015-01-16 08:00:00,32,False,-0.058823529411764705
371,2015-01-16 09:00:00,34,False,0.0625
372,2015-01-16 10:00:00,34,False,0.0
373,2015-01-16 11:00:00,34,False,0.0
374,2015-01-16 12:00:00,35,False,0.029411764705882353
375,2015-01-16 13:00:00,38,False,0.08571428571428572
376,2015-01-16 14:00:00,40,False,0.05263157894736842
377,2015-01-16 15:00:00,42,False,0.05
378,2015-01-16 16:00:00,43,False,0.023809523809523808
379,2015-01-16 17:00:00,44,False,0.023255813953488372
380,2015-01-16 18:00:00,47,False,0.06818181818181818
381,2015-01-16 19:00:00,49,False,0.0425531914893617
382,2015-01-16 20:00:00,49,False,0.0
383,2015-01-16 21:00:00,49,False,0.0
384,2015-01-16 22:00:00,49,False,0.0
385,2015-01-16 23:00:00,49,False,0.0
386,2015-01-17 00:00:00,52,False,0.061224489795918366
387,2015-01-17 01:00:00,52,False,0.0
388,2015-01-17 02:00:00,50,False,-0.038461538461538464
389,2015-01-17 03:00:00,49,False,-0.02
390,2015-01-17 04:00:00,46,False,-0.061224489795918366
391,2015-01-17 05:00:00,40,False,-0.13043478260869565
392,2015-01-17 06:00:00,36,False,-0.1
393,2015-01-17 07:00:00,35,False,-0.027777777777777776
394,2015-01-17 08:00:00,37,False,0.05714285714285714
395,2015-01-17 09:00:00,38,False,0.02702702702702703
396,2015-01-17 10:00:00,39,False,0.02631578947368421
397,2015-01-17 11:00:00,40,False,0.02564102564102564
398,2015-01-17 12:00:00,44,False,0.1
399,2015-01-17 13:00:00,50,False,0.13636363636363635
400,2015-01-17 14:00:00,60,False,0.2
401,2015-01-17 15:00:00,80,False,0.3333333333333333
402,2015-01-17 16:00:00,68,False,-0.15
403,2015-01-17 17:00:00,60,False,-0.11764705882352941
404,2015-01-17 18:00:00,56,False,-0.06666666666666667
405,2015-01-17 19:00:00,55,False,-0.017857142857142856
406,2015-01-17 20:00:00,54,False,-0.01818181818181818
407,2015-01-17 21:00:00,54,False,0.0
408,2015-01-17 22:00:00,55,False,0.018518518518518517
409,2015-01-17 23:00:00,58,False,0.05454545454545454
410,2015-01-18 00:00:00,59,False,0.017241379310344827
411,2015-01-18 01:00:00,63,False,0.06779661016949153
412,2015-01-18 02:00:00,62,False,-0.015873015873015872
413,2015-01-18 03:00:00,66,False,0.06451612903225806
414,2015-01-18 04:00:00,62,False,-0.06060606060606061
415,2015-01-18 05:00:00,59,False,-0.04838709677419355
416,2015-01-18 06:00:00,55,False,-0.06779661016949153
417,2015-01-18 07:00:00,46,False,-0.16363636363636364
418,2015-01-18 08:00:00,46,False,0.0
419,2015-01-18 09:00:00,46,False,0.0
420,2015-01-18 10:00:00,47,False,0.021739130434782608
421,2015-01-18 11:00:00,49,False,0.0425531914893617
422,2015-01-18 12:00:00,46,False,-0.061224489795918366
423,2015-01-18 13:00:00,48,False,0.043478260869565216
424,2015-01-18 14:00:00,50,False,0.041666666666666664
425,2015-01-18 15:00:00,57,False,0.14
426,2015-01-18 16:00:00,64,False,0.12280701754385964
427,2015-01-18 17:00:00,62,False,-0.03125
428,2015-01-18 18:00:00,61,False,-0.016129032258064516
429,2015-01-18 19:00:00,66,False,0.08196721311475409
430,2015-01-18 20:00:00,80,False,0.21212121212121213
431,2015-01-18 21:00:00,74,False,-0.075
432,2015-01-18 22:00:00,76,False,0.02702702702702703
433,2015-01-18 23:00:00,100,False,0.3157894736842105
434,2015-01-19 00:00:00,87,False,-0.13
435,2015-01-19 01:00:00,85,False,-0.022988505747126436
436,2015-01-19 02:00:00,73,False,-0.1411764705882353
437,2015-01-19 03:00:00,71,False,-0.0273972602739726
438,2015-01-19 04:00:00,55,False,-0.22535211267605634
439,2015-01-19 05:00:00,45,False,-0.18181818181818182
440,2015-01-19 06:00:00,37,False,-0.17777777777777778
441,2015-01-19 07:00:00,35,False,-0.05405405405405406
442,2015-01-19 08:00:00,34,False,-0.02857142857142857
443,2015-01-19 09:00:00,36,False,0.058823529411764705
444,2015-01-19 10:00:00,36,False,0.0
445,2015-01-19 11:00:00,36,False,0.0
446,2015-01-19 12:00:00,39,False,0.08333333333333333
447,2015-01-19 13:00:00,41,False,0.05128205128205128
448,2015-01-19 14:00:00,42,False,0.024390243902439025
449,2015-01-19 15:00:00,45,False,0.07142857142857142
450,2015-01-19 16:00:00,48,False,0.06666666666666667
451,2015-01-19 17:00:00,49,False,0.020833333333333332
452,2015-01-19 18:00:00,50,False,0.02040816326530612
453,2015-01-19 19:00:00,52,False,0.04
454,2015-01-19 20:00:00,54,False,0.038461538461538464
455,2015-01-19 21:00:00,55,False,0.018518518518518517
456,2015-01-19 22:00:00,55,False,0.0
457,2015-01-19 23:00:00,53,False,-0.03636363636363636
458,2015-01-20 00:00:00,55,False,0.03773584905660377
459,2015-01-20 01:00:00,54,False,-0.01818181818181818
460,2015-01-20 02:00:00,53,False,-0.018518518518518517
461,2015-01-20 03:00:00,59,False,0.11320754716981132
462,2015-01-20 04:00:00,61,False,0.03389830508474576
463,2015-01-20 05:00:00,58,False,-0.04918032786885246
464,2015-01-20 06:00:00,48,False,-0.1724137931034483
465,2015-01-20 07:00:00,42,False,-0.125
466,2015-01-20 08:00:00,37,False,-0.11904761904761904
467,2015-01-20 09:00:00,35,False,-0.05405405405405406
468,2015-01-20 10:00:00,34,False,-0.02857142857142857
469,2015-01-20 11:00:00,33,False,-0.029411764705882353
470,2015-01-20 12:00:00,35,False,0.06060606060606061
471,2015-01-20 13:00:00,37,False,0.05714285714285714
472,2015-01-20 14:00:00,38,False,0.02702702702702703
473,2015-01-20 15:00:00,40,False,0.05263157894736842
474,2015-01-20 16:00:00,43,False,0.075
475,2015-01-20 17:00:00,46,False,0.06976744186046512
476,2015-01-20 18:00:00,47,False,0.021739130434782608
477,2015-01-20 19:00:00,57,False,0.2127659574468085
478,2015-01-20 20:00:00,58,False,0.017543859649122806
479,2015-01-20 21:00:00,55,False,-0.05172413793103448
480,2015-01-20 22:00:00,50,False,-0.09090909090909091
481,2015-01-20 23:00:00,49,False,-0.02
482,2015-01-21 00:00:00,52,False,0.061224489795918366
483,2015-01-21 01:00:00,54,False,0.038461538461538464
484,2015-01-21 02:00:00,51,False,-0.05555555555555555
485,2015-01-21 03:00:00,47,False,-0.0784313725490196
486,2015-01-21 04:00:00,44,False,-0.06382978723404255
487,2015-01-21 05:00:00,39,False,-0.11363636363636363
488,2015-01-21 06:00:00,34,False,-0.1282051282051282
489,2015-01-21 07:00:00,31,False,-0.08823529411764706
490,2015-01-21 08:00:00,30,False,-0.03225806451612903
491,2015-01-21 09:00:00,31,False,0.03333333333333333
492,2015-01-21 10:00:00,32,False,0.03225806451612903
493,2015-01-21 11:00:00,34,False,0.0625
494,2015-01-21 12:00:00,36,False,0.058823529411764705
495,2015-01-21 13:00:00,37,False,0.027777777777777776
496,2015-01-21 14:00:00,38,False,0.02702702702702703
497,2015-01-21 15:00:00,41,False,0.07894736842105263
498,2015-01-21 16:00:00,43,False,0.04878048780487805
499,2015-01-21 17:00:00,44,False,0.023255813953488372
500,2015-01-21 18:00:00,45,False,0.022727272727272728
501,2015-01-21 19:00:00,50,False,0.1111111111111111
502,2015-01-21 20:00:00,55,False,0.1
503,2015-01-21 21:00:00,58,False,0.05454545454545454
504,2015-01-21 22:00:00,53,False,-0.08620689655172414
505,2015-01-21 23:00:00,50,False,-0.05660377358490566
506,2015-01-22 00:00:00,51,False,0.02
507,2015-01-22 00:00:00,74,False,0.45098039215686275
508,2015-01-22 01:00:00,74,False,0.0
509,2015-01-22 02:00:00,71,False,-0.04054054054054054
