,date,default,isPartial,delta
7323,2019-09-07 08:00:00,45,False,-0.021739130434782608
7324,2019-09-07 09:00:00,44,False,-0.022222222222222223
7325,2019-09-07 10:00:00,44,False,0.0
7326,2019-09-07 11:00:00,42,False,-0.045454545454545456
7327,2019-09-07 12:00:00,42,False,0.0
7328,2019-09-07 13:00:00,42,False,0.0
7329,2019-09-07 14:00:00,43,False,0.023809523809523808
7330,2019-09-07 15:00:00,43,False,0.0
7331,2019-09-07 16:00:00,44,False,0.023255813953488372
7332,2019-09-07 17:00:00,44,False,0.0
7333,2019-09-07 18:00:00,43,False,-0.022727272727272728
7334,2019-09-07 19:00:00,42,False,-0.023255813953488372
7335,2019-09-07 20:00:00,41,False,-0.023809523809523808
7336,2019-09-07 21:00:00,43,False,0.04878048780487805
7337,2019-09-07 22:00:00,43,False,0.0
7338,2019-09-07 23:00:00,45,False,0.046511627906976744
7339,2019-09-08 00:00:00,43,False,-0.044444444444444446
7340,2019-09-08 01:00:00,44,False,0.023255813953488372
7341,2019-09-08 02:00:00,43,False,-0.022727272727272728
7342,2019-09-08 03:00:00,47,False,0.09302325581395349
7343,2019-09-08 04:00:00,46,False,-0.02127659574468085
7344,2019-09-08 05:00:00,46,False,0.0
7345,2019-09-08 06:00:00,44,False,-0.043478260869565216
7346,2019-09-08 07:00:00,44,False,0.0
7347,2019-09-08 08:00:00,43,False,-0.022727272727272728
7348,2019-09-08 09:00:00,42,False,-0.023255813953488372
7349,2019-09-08 10:00:00,43,False,0.023809523809523808
7350,2019-09-08 11:00:00,39,False,-0.09302325581395349
7351,2019-09-08 12:00:00,40,False,0.02564102564102564
7352,2019-09-08 13:00:00,41,False,0.025
7353,2019-09-08 14:00:00,42,False,0.024390243902439025
7354,2019-09-08 15:00:00,44,False,0.047619047619047616
7355,2019-09-08 16:00:00,44,False,0.0
7356,2019-09-08 17:00:00,44,False,0.0
7357,2019-09-08 18:00:00,43,False,-0.022727272727272728
7358,2019-09-08 19:00:00,45,False,0.046511627906976744
7359,2019-09-08 20:00:00,45,False,0.0
7360,2019-09-08 21:00:00,47,False,0.044444444444444446
7361,2019-09-08 22:00:00,48,False,0.02127659574468085
7362,2019-09-08 23:00:00,54,False,0.125
7363,2019-09-09 00:00:00,57,False,0.05555555555555555
7364,2019-09-09 01:00:00,61,False,0.07017543859649122
7365,2019-09-09 02:00:00,65,False,0.06557377049180328
7366,2019-09-09 03:00:00,64,False,-0.015384615384615385
7367,2019-09-09 04:00:00,68,False,0.0625
7368,2019-09-09 05:00:00,73,False,0.07352941176470588
7369,2019-09-09 06:00:00,82,False,0.1232876712328767
7370,2019-09-09 07:00:00,88,False,0.07317073170731707
7371,2019-09-09 08:00:00,94,False,0.06818181818181818
7372,2019-09-09 09:00:00,94,False,0.0
7373,2019-09-09 10:00:00,85,False,-0.09574468085106383
7374,2019-09-09 11:00:00,80,False,-0.058823529411764705
7375,2019-09-09 12:00:00,84,False,0.05
7376,2019-09-09 13:00:00,88,False,0.047619047619047616
7377,2019-09-09 14:00:00,89,False,0.011363636363636364
7378,2019-09-09 15:00:00,87,False,-0.02247191011235955
7379,2019-09-09 16:00:00,76,False,-0.12643678160919541
7380,2019-09-09 17:00:00,78,False,0.02631578947368421
7381,2019-09-09 18:00:00,80,False,0.02564102564102564
7382,2019-09-09 19:00:00,79,False,-0.0125
7383,2019-09-09 20:00:00,81,False,0.02531645569620253
7384,2019-09-09 21:00:00,76,False,-0.06172839506172839
7385,2019-09-09 22:00:00,72,False,-0.05263157894736842
7386,2019-09-09 23:00:00,68,False,-0.05555555555555555
7387,2019-09-10 00:00:00,67,False,-0.014705882352941176
7388,2019-09-10 01:00:00,69,False,0.029850746268656716
7389,2019-09-10 02:00:00,72,False,0.043478260869565216
7390,2019-09-10 03:00:00,71,False,-0.013888888888888888
7391,2019-09-10 04:00:00,70,False,-0.014084507042253521
7392,2019-09-10 05:00:00,76,False,0.08571428571428572
7393,2019-09-10 06:00:00,90,False,0.18421052631578946
7394,2019-09-10 07:00:00,96,False,0.06666666666666667
7395,2019-09-10 08:00:00,99,False,0.03125
7396,2019-09-10 09:00:00,99,False,0.0
7397,2019-09-10 10:00:00,88,False,-0.1111111111111111
7398,2019-09-10 11:00:00,80,False,-0.09090909090909091
7399,2019-09-10 12:00:00,85,False,0.0625
7400,2019-09-10 13:00:00,94,False,0.10588235294117647
7401,2019-09-10 14:00:00,94,False,0.0
7402,2019-09-10 15:00:00,90,False,-0.0425531914893617
7403,2019-09-10 16:00:00,78,False,-0.13333333333333333
7404,2019-09-10 17:00:00,78,False,0.0
7405,2019-09-10 18:00:00,79,False,0.01282051282051282
7406,2019-09-10 19:00:00,79,False,0.0
7407,2019-09-10 20:00:00,80,False,0.012658227848101266
7408,2019-09-10 21:00:00,77,False,-0.0375
7409,2019-09-10 22:00:00,70,False,-0.09090909090909091
7410,2019-09-10 23:00:00,68,False,-0.02857142857142857
7411,2019-09-11 00:00:00,64,False,-0.058823529411764705
7412,2019-09-11 01:00:00,66,False,0.03125
7413,2019-09-11 02:00:00,70,False,0.06060606060606061
7414,2019-09-11 03:00:00,68,False,-0.02857142857142857
7415,2019-09-11 04:00:00,70,False,0.029411764705882353
7416,2019-09-11 05:00:00,76,False,0.08571428571428572
7417,2019-09-11 06:00:00,87,False,0.14473684210526316
7418,2019-09-11 07:00:00,96,False,0.10344827586206896
7419,2019-09-11 08:00:00,100,False,0.041666666666666664
7420,2019-09-11 09:00:00,100,False,0.0
7421,2019-09-11 10:00:00,85,False,-0.15
7422,2019-09-11 11:00:00,81,False,-0.047058823529411764
7423,2019-09-11 12:00:00,87,False,0.07407407407407407
7424,2019-09-11 13:00:00,95,False,0.09195402298850575
7425,2019-09-11 14:00:00,94,False,-0.010526315789473684
7426,2019-09-11 15:00:00,89,False,-0.05319148936170213
7427,2019-09-11 16:00:00,79,False,-0.11235955056179775
7428,2019-09-11 17:00:00,81,False,0.02531645569620253
7429,2019-09-11 18:00:00,82,False,0.012345679012345678
7430,2019-09-11 19:00:00,82,False,0.0
7431,2019-09-11 20:00:00,81,False,-0.012195121951219513
7432,2019-09-11 21:00:00,77,False,-0.04938271604938271
7433,2019-09-11 22:00:00,72,False,-0.06493506493506493
7434,2019-09-11 23:00:00,69,False,-0.041666666666666664
7435,2019-09-12 00:00:00,68,False,-0.014492753623188406
7436,2019-09-12 00:00:00,65,False,-0.04411764705882353
7437,2019-09-12 01:00:00,66,False,0.015384615384615385
7438,2019-09-12 02:00:00,68,False,0.030303030303030304
7439,2019-09-12 03:00:00,66,False,-0.029411764705882353
7440,2019-09-12 04:00:00,66,False,0.0
7441,2019-09-12 05:00:00,73,False,0.10606060606060606
7442,2019-09-12 06:00:00,85,False,0.1643835616438356
7443,2019-09-12 07:00:00,91,False,0.07058823529411765
7444,2019-09-12 08:00:00,100,False,0.0989010989010989
7445,2019-09-12 09:00:00,96,False,-0.04
7446,2019-09-12 10:00:00,82,False,-0.14583333333333334
7447,2019-09-12 11:00:00,77,False,-0.06097560975609756
7448,2019-09-12 12:00:00,84,False,0.09090909090909091
7449,2019-09-12 13:00:00,90,False,0.07142857142857142
7450,2019-09-12 14:00:00,89,False,-0.011111111111111112
7451,2019-09-12 15:00:00,84,False,-0.056179775280898875
7452,2019-09-12 16:00:00,76,False,-0.09523809523809523
7453,2019-09-12 17:00:00,76,False,0.0
7454,2019-09-12 18:00:00,81,False,0.06578947368421052
7455,2019-09-12 19:00:00,78,False,-0.037037037037037035
7456,2019-09-12 20:00:00,79,False,0.01282051282051282
7457,2019-09-12 21:00:00,71,False,-0.10126582278481013
7458,2019-09-12 22:00:00,68,False,-0.04225352112676056
7459,2019-09-12 23:00:00,65,False,-0.04411764705882353
7460,2019-09-13 00:00:00,61,False,-0.06153846153846154
7461,2019-09-13 01:00:00,61,False,0.0
7462,2019-09-13 02:00:00,62,False,0.01639344262295082
7463,2019-09-13 03:00:00,60,False,-0.03225806451612903
7464,2019-09-13 04:00:00,65,False,0.08333333333333333
7465,2019-09-13 05:00:00,70,False,0.07692307692307693
7466,2019-09-13 06:00:00,79,False,0.12857142857142856
7467,2019-09-13 07:00:00,87,False,0.10126582278481013
7468,2019-09-13 08:00:00,87,False,0.0
7469,2019-09-13 09:00:00,85,False,-0.022988505747126436
7470,2019-09-13 10:00:00,77,False,-0.09411764705882353
7471,2019-09-13 11:00:00,72,False,-0.06493506493506493
7472,2019-09-13 12:00:00,77,False,0.06944444444444445
7473,2019-09-13 13:00:00,82,False,0.06493506493506493
7474,2019-09-13 14:00:00,81,False,-0.012195121951219513
7475,2019-09-13 15:00:00,78,False,-0.037037037037037035
7476,2019-09-13 16:00:00,69,False,-0.11538461538461539
7477,2019-09-13 17:00:00,69,False,0.0
7478,2019-09-13 18:00:00,72,False,0.043478260869565216
7479,2019-09-13 19:00:00,71,False,-0.013888888888888888
7480,2019-09-13 20:00:00,68,False,-0.04225352112676056
7481,2019-09-13 21:00:00,62,False,-0.08823529411764706
7482,2019-09-13 22:00:00,57,False,-0.08064516129032258
7483,2019-09-13 23:00:00,53,False,-0.07017543859649122
7484,2019-09-14 00:00:00,48,False,-0.09433962264150944
7485,2019-09-14 01:00:00,45,False,-0.0625
7486,2019-09-14 02:00:00,46,False,0.022222222222222223
7487,2019-09-14 03:00:00,45,False,-0.021739130434782608
7488,2019-09-14 04:00:00,46,False,0.022222222222222223
7489,2019-09-14 05:00:00,46,False,0.0
7490,2019-09-14 06:00:00,45,False,-0.021739130434782608
7491,2019-09-14 07:00:00,43,False,-0.044444444444444446
7492,2019-09-14 08:00:00,43,False,0.0
7493,2019-09-14 09:00:00,43,False,0.0
7494,2019-09-14 10:00:00,42,False,-0.023255813953488372
7495,2019-09-14 11:00:00,39,False,-0.07142857142857142
7496,2019-09-14 12:00:00,38,False,-0.02564102564102564
7497,2019-09-14 13:00:00,39,False,0.02631578947368421
7498,2019-09-14 14:00:00,40,False,0.02564102564102564
7499,2019-09-14 15:00:00,41,False,0.025
7500,2019-09-14 16:00:00,40,False,-0.024390243902439025
7501,2019-09-14 17:00:00,41,False,0.025
7502,2019-09-14 18:00:00,39,False,-0.04878048780487805
7503,2019-09-14 19:00:00,40,False,0.02564102564102564
7504,2019-09-14 20:00:00,41,False,0.025
7505,2019-09-14 21:00:00,41,False,0.0
7506,2019-09-14 22:00:00,41,False,0.0
7507,2019-09-14 23:00:00,41,False,0.0
7508,2019-09-15 00:00:00,39,False,-0.04878048780487805
7509,2019-09-15 01:00:00,39,False,0.0
7510,2019-09-15 02:00:00,42,False,0.07692307692307693
7511,2019-09-15 03:00:00,42,False,0.0
7512,2019-09-15 04:00:00,44,False,0.047619047619047616
7513,2019-09-15 05:00:00,43,False,-0.022727272727272728
7514,2019-09-15 06:00:00,42,False,-0.023255813953488372
7515,2019-09-15 07:00:00,40,False,-0.047619047619047616
7516,2019-09-15 08:00:00,41,False,0.025
7517,2019-09-15 09:00:00,42,False,0.024390243902439025
7518,2019-09-15 10:00:00,40,False,-0.047619047619047616
7519,2019-09-15 11:00:00,39,False,-0.025
7520,2019-09-15 12:00:00,39,False,0.0
7521,2019-09-15 13:00:00,39,False,0.0
7522,2019-09-15 14:00:00,41,False,0.05128205128205128
7523,2019-09-15 15:00:00,40,False,-0.024390243902439025
7524,2019-09-15 16:00:00,41,False,0.025
7525,2019-09-15 17:00:00,39,False,-0.04878048780487805
7526,2019-09-15 18:00:00,41,False,0.05128205128205128
7527,2019-09-15 19:00:00,40,False,-0.024390243902439025
7528,2019-09-15 20:00:00,42,False,0.05
7529,2019-09-15 21:00:00,45,False,0.07142857142857142
7530,2019-09-15 22:00:00,47,False,0.044444444444444446
7531,2019-09-15 23:00:00,51,False,0.0851063829787234
7532,2019-09-16 00:00:00,55,False,0.0784313725490196
7533,2019-09-16 01:00:00,58,False,0.05454545454545454
7534,2019-09-16 02:00:00,61,False,0.05172413793103448
7535,2019-09-16 03:00:00,63,False,0.03278688524590164
7536,2019-09-16 04:00:00,64,False,0.015873015873015872
7537,2019-09-16 05:00:00,65,False,0.015625
7538,2019-09-16 06:00:00,79,False,0.2153846153846154
7539,2019-09-16 07:00:00,86,False,0.08860759493670886
7540,2019-09-16 08:00:00,90,False,0.046511627906976744
7541,2019-09-16 09:00:00,90,False,0.0
7542,2019-09-16 10:00:00,82,False,-0.08888888888888889
7543,2019-09-16 11:00:00,79,False,-0.036585365853658534
7544,2019-09-16 12:00:00,82,False,0.0379746835443038
7545,2019-09-16 13:00:00,88,False,0.07317073170731707
7546,2019-09-16 14:00:00,87,False,-0.011363636363636364
7547,2019-09-16 15:00:00,83,False,-0.04597701149425287
7548,2019-09-16 16:00:00,73,False,-0.12048192771084337
7549,2019-09-16 17:00:00,75,False,0.0273972602739726
7550,2019-09-16 18:00:00,76,False,0.013333333333333334
7551,2019-09-16 19:00:00,76,False,0.0
7552,2019-09-16 20:00:00,77,False,0.013157894736842105
7553,2019-09-16 21:00:00,75,False,-0.025974025974025976
7554,2019-09-16 22:00:00,69,False,-0.08
7555,2019-09-16 23:00:00,67,False,-0.028985507246376812
7556,2019-09-17 00:00:00,63,False,-0.05970149253731343
7557,2019-09-17 01:00:00,65,False,0.031746031746031744
7558,2019-09-17 02:00:00,65,False,0.0
7559,2019-09-17 03:00:00,68,False,0.046153846153846156
7560,2019-09-17 04:00:00,69,False,0.014705882352941176
7561,2019-09-17 05:00:00,75,False,0.08695652173913043
7562,2019-09-17 06:00:00,87,False,0.16
7563,2019-09-17 07:00:00,94,False,0.08045977011494253
7564,2019-09-17 08:00:00,98,False,0.0425531914893617
7565,2019-09-17 09:00:00,96,False,-0.02040816326530612
7566,2019-09-17 10:00:00,85,False,-0.11458333333333333
7567,2019-09-17 11:00:00,82,False,-0.03529411764705882
7568,2019-09-17 12:00:00,85,False,0.036585365853658534
7569,2019-09-17 13:00:00,91,False,0.07058823529411765
7570,2019-09-17 14:00:00,90,False,-0.01098901098901099
7571,2019-09-17 15:00:00,85,False,-0.05555555555555555
7572,2019-09-17 16:00:00,76,False,-0.10588235294117647
7573,2019-09-17 17:00:00,75,False,-0.013157894736842105
7574,2019-09-17 18:00:00,77,False,0.02666666666666667
7575,2019-09-17 19:00:00,76,False,-0.012987012987012988
7576,2019-09-17 20:00:00,77,False,0.013157894736842105
7577,2019-09-17 21:00:00,73,False,-0.05194805194805195
7578,2019-09-17 22:00:00,68,False,-0.0684931506849315
7579,2019-09-17 23:00:00,66,False,-0.029411764705882353
7580,2019-09-18 00:00:00,64,False,-0.030303030303030304
7581,2019-09-18 01:00:00,68,False,0.0625
7582,2019-09-18 02:00:00,68,False,0.0
7583,2019-09-18 03:00:00,69,False,0.014705882352941176
7584,2019-09-18 04:00:00,71,False,0.028985507246376812
7585,2019-09-18 05:00:00,75,False,0.056338028169014086
7586,2019-09-18 06:00:00,88,False,0.17333333333333334
7587,2019-09-18 07:00:00,97,False,0.10227272727272728
7588,2019-09-18 08:00:00,99,False,0.020618556701030927
7589,2019-09-18 09:00:00,98,False,-0.010101010101010102
7590,2019-09-18 10:00:00,86,False,-0.12244897959183673
7591,2019-09-18 11:00:00,79,False,-0.08139534883720931
7592,2019-09-18 12:00:00,85,False,0.0759493670886076
7593,2019-09-18 13:00:00,92,False,0.08235294117647059
7594,2019-09-18 14:00:00,94,False,0.021739130434782608
7595,2019-09-18 15:00:00,85,False,-0.09574468085106383
7596,2019-09-18 16:00:00,76,False,-0.10588235294117647
7597,2019-09-18 17:00:00,76,False,0.0
7598,2019-09-18 18:00:00,77,False,0.013157894736842105
7599,2019-09-18 19:00:00,74,False,-0.03896103896103896
7600,2019-09-18 20:00:00,76,False,0.02702702702702703
7601,2019-09-18 21:00:00,75,False,-0.013157894736842105
7602,2019-09-18 22:00:00,70,False,-0.06666666666666667
7603,2019-09-18 23:00:00,64,False,-0.08571428571428572
7604,2019-09-19 00:00:00,64,False,0.0
7605,2019-09-19 00:00:00,63,False,-0.015625
7606,2019-09-19 01:00:00,63,False,0.0
7607,2019-09-19 02:00:00,67,False,0.06349206349206349
7608,2019-09-19 03:00:00,66,False,-0.014925373134328358
7609,2019-09-19 04:00:00,68,False,0.030303030303030304
7610,2019-09-19 05:00:00,73,False,0.07352941176470588
7611,2019-09-19 06:00:00,85,False,0.1643835616438356
7612,2019-09-19 07:00:00,93,False,0.09411764705882353
7613,2019-09-19 08:00:00,96,False,0.03225806451612903
7614,2019-09-19 09:00:00,97,False,0.010416666666666666
7615,2019-09-19 10:00:00,83,False,-0.14432989690721648
7616,2019-09-19 11:00:00,81,False,-0.024096385542168676
7617,2019-09-19 12:00:00,86,False,0.06172839506172839
7618,2019-09-19 13:00:00,90,False,0.046511627906976744
7619,2019-09-19 14:00:00,91,False,0.011111111111111112
7620,2019-09-19 15:00:00,86,False,-0.054945054945054944
7621,2019-09-19 16:00:00,75,False,-0.12790697674418605
7622,2019-09-19 17:00:00,76,False,0.013333333333333334
7623,2019-09-19 18:00:00,77,False,0.013157894736842105
7624,2019-09-19 19:00:00,76,False,-0.012987012987012988
7625,2019-09-19 20:00:00,76,False,0.0
7626,2019-09-19 21:00:00,74,False,-0.02631578947368421
7627,2019-09-19 22:00:00,68,False,-0.08108108108108109
7628,2019-09-19 23:00:00,64,False,-0.058823529411764705
7629,2019-09-20 00:00:00,61,False,-0.046875
7630,2019-09-20 01:00:00,64,False,0.04918032786885246
7631,2019-09-20 02:00:00,66,False,0.03125
7632,2019-09-20 03:00:00,67,False,0.015151515151515152
7633,2019-09-20 04:00:00,64,False,-0.04477611940298507
7634,2019-09-20 05:00:00,70,False,0.09375
7635,2019-09-20 06:00:00,83,False,0.18571428571428572
7636,2019-09-20 07:00:00,88,False,0.060240963855421686
7637,2019-09-20 08:00:00,89,False,0.011363636363636364
7638,2019-09-20 09:00:00,90,False,0.011235955056179775
7639,2019-09-20 10:00:00,79,False,-0.12222222222222222
7640,2019-09-20 11:00:00,72,False,-0.08860759493670886
7641,2019-09-20 12:00:00,77,False,0.06944444444444445
7642,2019-09-20 13:00:00,83,False,0.07792207792207792
7643,2019-09-20 14:00:00,82,False,-0.012048192771084338
7644,2019-09-20 15:00:00,78,False,-0.04878048780487805
7645,2019-09-20 16:00:00,70,False,-0.10256410256410256
7646,2019-09-20 17:00:00,71,False,0.014285714285714285
7647,2019-09-20 18:00:00,70,False,-0.014084507042253521
7648,2019-09-20 19:00:00,70,False,0.0
7649,2019-09-20 20:00:00,67,False,-0.04285714285714286
7650,2019-09-20 21:00:00,62,False,-0.07462686567164178
7651,2019-09-20 22:00:00,58,False,-0.06451612903225806
7652,2019-09-20 23:00:00,53,False,-0.08620689655172414
7653,2019-09-21 00:00:00,47,False,-0.11320754716981132
7654,2019-09-21 01:00:00,46,False,-0.02127659574468085
7655,2019-09-21 02:00:00,47,False,0.021739130434782608
7656,2019-09-21 03:00:00,46,False,-0.02127659574468085
7657,2019-09-21 04:00:00,48,False,0.043478260869565216
7658,2019-09-21 05:00:00,49,False,0.020833333333333332
7659,2019-09-21 06:00:00,47,False,-0.04081632653061224
7660,2019-09-21 07:00:00,46,False,-0.02127659574468085
7661,2019-09-21 08:00:00,44,False,-0.043478260869565216
7662,2019-09-21 09:00:00,44,False,0.0
7663,2019-09-21 10:00:00,42,False,-0.045454545454545456
7664,2019-09-21 11:00:00,38,False,-0.09523809523809523
7665,2019-09-21 12:00:00,39,False,0.02631578947368421
7666,2019-09-21 13:00:00,39,False,0.0
7667,2019-09-21 14:00:00,42,False,0.07692307692307693
7668,2019-09-21 15:00:00,42,False,0.0
7669,2019-09-21 16:00:00,40,False,-0.047619047619047616
7670,2019-09-21 17:00:00,40,False,0.0
7671,2019-09-21 18:00:00,40,False,0.0
7672,2019-09-21 19:00:00,39,False,-0.025
7673,2019-09-21 20:00:00,39,False,0.0
7674,2019-09-21 21:00:00,42,False,0.07692307692307693
7675,2019-09-21 22:00:00,42,False,0.0
7676,2019-09-21 23:00:00,41,False,-0.023809523809523808
7677,2019-09-22 00:00:00,41,False,0.0
7678,2019-09-22 01:00:00,40,False,-0.024390243902439025
7679,2019-09-22 02:00:00,42,False,0.05
7680,2019-09-22 03:00:00,43,False,0.023809523809523808
7681,2019-09-22 04:00:00,43,False,0.0
7682,2019-09-22 05:00:00,43,False,0.0
7683,2019-09-22 06:00:00,43,False,0.0
7684,2019-09-22 07:00:00,39,False,-0.09302325581395349
7685,2019-09-22 08:00:00,42,False,0.07692307692307693
7686,2019-09-22 09:00:00,40,False,-0.047619047619047616
7687,2019-09-22 10:00:00,41,False,0.025
7688,2019-09-22 11:00:00,42,False,0.024390243902439025
7689,2019-09-22 12:00:00,40,False,-0.047619047619047616
7690,2019-09-22 13:00:00,41,False,0.025
7691,2019-09-22 14:00:00,42,False,0.024390243902439025
7692,2019-09-22 15:00:00,41,False,-0.023809523809523808
7693,2019-09-22 16:00:00,41,False,0.0
7694,2019-09-22 17:00:00,41,False,0.0
7695,2019-09-22 18:00:00,41,False,0.0
7696,2019-09-22 19:00:00,41,False,0.0
7697,2019-09-22 20:00:00,42,False,0.024390243902439025
7698,2019-09-22 21:00:00,46,False,0.09523809523809523
7699,2019-09-22 22:00:00,47,False,0.021739130434782608
7700,2019-09-22 23:00:00,48,False,0.02127659574468085
7701,2019-09-23 00:00:00,54,False,0.125
7702,2019-09-23 01:00:00,59,False,0.09259259259259259
7703,2019-09-23 02:00:00,61,False,0.03389830508474576
7704,2019-09-23 03:00:00,66,False,0.08196721311475409
7705,2019-09-23 04:00:00,69,False,0.045454545454545456
7706,2019-09-23 05:00:00,68,False,-0.014492753623188406
7707,2019-09-23 06:00:00,81,False,0.19117647058823528
7708,2019-09-23 07:00:00,87,False,0.07407407407407407
7709,2019-09-23 08:00:00,92,False,0.05747126436781609
7710,2019-09-23 09:00:00,91,False,-0.010869565217391304
7711,2019-09-23 10:00:00,81,False,-0.10989010989010989
7712,2019-09-23 11:00:00,77,False,-0.04938271604938271
7713,2019-09-23 12:00:00,81,False,0.05194805194805195
7714,2019-09-23 13:00:00,87,False,0.07407407407407407
7715,2019-09-23 14:00:00,89,False,0.022988505747126436
7716,2019-09-23 15:00:00,81,False,-0.0898876404494382
7717,2019-09-23 16:00:00,74,False,-0.08641975308641975
7718,2019-09-23 17:00:00,76,False,0.02702702702702703
7719,2019-09-23 18:00:00,77,False,0.013157894736842105
7720,2019-09-23 19:00:00,76,False,-0.012987012987012988
7721,2019-09-23 20:00:00,78,False,0.02631578947368421
7722,2019-09-23 21:00:00,76,False,-0.02564102564102564
7723,2019-09-23 22:00:00,68,False,-0.10526315789473684
7724,2019-09-23 23:00:00,64,False,-0.058823529411764705
7725,2019-09-24 00:00:00,65,False,0.015625
7726,2019-09-24 01:00:00,64,False,-0.015384615384615385
7727,2019-09-24 02:00:00,66,False,0.03125
7728,2019-09-24 03:00:00,68,False,0.030303030303030304
7729,2019-09-24 04:00:00,72,False,0.058823529411764705
7730,2019-09-24 05:00:00,78,False,0.08333333333333333
7731,2019-09-24 06:00:00,89,False,0.14102564102564102
7732,2019-09-24 07:00:00,94,False,0.056179775280898875
7733,2019-09-24 08:00:00,98,False,0.0425531914893617
7734,2019-09-24 09:00:00,97,False,-0.01020408163265306
7735,2019-09-24 10:00:00,85,False,-0.12371134020618557
7736,2019-09-24 11:00:00,80,False,-0.058823529411764705
7737,2019-09-24 12:00:00,87,False,0.0875
7738,2019-09-24 13:00:00,92,False,0.05747126436781609
7739,2019-09-24 14:00:00,91,False,-0.010869565217391304
7740,2019-09-24 15:00:00,87,False,-0.04395604395604396
7741,2019-09-24 16:00:00,76,False,-0.12643678160919541
7742,2019-09-24 17:00:00,77,False,0.013157894736842105
7743,2019-09-24 18:00:00,77,False,0.0
7744,2019-09-24 19:00:00,79,False,0.025974025974025976
7745,2019-09-24 20:00:00,78,False,-0.012658227848101266
7746,2019-09-24 21:00:00,73,False,-0.0641025641025641
7747,2019-09-24 22:00:00,67,False,-0.0821917808219178
7748,2019-09-24 23:00:00,66,False,-0.014925373134328358
7749,2019-09-25 00:00:00,63,False,-0.045454545454545456
7750,2019-09-25 01:00:00,63,False,0.0
7751,2019-09-25 02:00:00,68,False,0.07936507936507936
7752,2019-09-25 03:00:00,68,False,0.0
7753,2019-09-25 04:00:00,71,False,0.04411764705882353
7754,2019-09-25 05:00:00,74,False,0.04225352112676056
7755,2019-09-25 06:00:00,89,False,0.20270270270270271
7756,2019-09-25 07:00:00,95,False,0.06741573033707865
7757,2019-09-25 08:00:00,100,False,0.05263157894736842
7758,2019-09-25 09:00:00,96,False,-0.04
7759,2019-09-25 10:00:00,85,False,-0.11458333333333333
7760,2019-09-25 11:00:00,81,False,-0.047058823529411764
7761,2019-09-25 12:00:00,87,False,0.07407407407407407
7762,2019-09-25 13:00:00,92,False,0.05747126436781609
7763,2019-09-25 14:00:00,91,False,-0.010869565217391304
7764,2019-09-25 15:00:00,86,False,-0.054945054945054944
7765,2019-09-25 16:00:00,75,False,-0.12790697674418605
7766,2019-09-25 17:00:00,77,False,0.02666666666666667
7767,2019-09-25 18:00:00,77,False,0.0
7768,2019-09-25 19:00:00,75,False,-0.025974025974025976
7769,2019-09-25 20:00:00,76,False,0.013333333333333334
7770,2019-09-25 21:00:00,73,False,-0.039473684210526314
7771,2019-09-25 22:00:00,68,False,-0.0684931506849315
7772,2019-09-25 23:00:00,67,False,-0.014705882352941176
7773,2019-09-26 00:00:00,62,False,-0.07462686567164178
7774,2019-09-26 00:00:00,62,False,0.0
7775,2019-09-26 01:00:00,65,False,0.04838709677419355
7776,2019-09-26 02:00:00,67,False,0.03076923076923077
7777,2019-09-26 03:00:00,69,False,0.029850746268656716
7778,2019-09-26 04:00:00,69,False,0.0
7779,2019-09-26 05:00:00,75,False,0.08695652173913043
7780,2019-09-26 06:00:00,86,False,0.14666666666666667
7781,2019-09-26 07:00:00,97,False,0.12790697674418605
7782,2019-09-26 08:00:00,100,False,0.030927835051546393
7783,2019-09-26 09:00:00,97,False,-0.03
7784,2019-09-26 10:00:00,84,False,-0.13402061855670103
7785,2019-09-26 11:00:00,79,False,-0.05952380952380952
7786,2019-09-26 12:00:00,84,False,0.06329113924050633
7787,2019-09-26 13:00:00,90,False,0.07142857142857142
7788,2019-09-26 14:00:00,92,False,0.022222222222222223
7789,2019-09-26 15:00:00,84,False,-0.08695652173913043
7790,2019-09-26 16:00:00,78,False,-0.07142857142857142
7791,2019-09-26 17:00:00,75,False,-0.038461538461538464
7792,2019-09-26 18:00:00,79,False,0.05333333333333334
7793,2019-09-26 19:00:00,78,False,-0.012658227848101266
7794,2019-09-26 20:00:00,80,False,0.02564102564102564
7795,2019-09-26 21:00:00,75,False,-0.0625
7796,2019-09-26 22:00:00,70,False,-0.06666666666666667
7797,2019-09-26 23:00:00,64,False,-0.08571428571428572
7798,2019-09-27 00:00:00,59,False,-0.078125
7799,2019-09-27 01:00:00,63,False,0.06779661016949153
7800,2019-09-27 02:00:00,65,False,0.031746031746031744
7801,2019-09-27 03:00:00,65,False,0.0
7802,2019-09-27 04:00:00,65,False,0.0
7803,2019-09-27 05:00:00,70,False,0.07692307692307693
7804,2019-09-27 06:00:00,82,False,0.17142857142857143
7805,2019-09-27 07:00:00,89,False,0.08536585365853659
7806,2019-09-27 08:00:00,93,False,0.0449438202247191
7807,2019-09-27 09:00:00,90,False,-0.03225806451612903
7808,2019-09-27 10:00:00,79,False,-0.12222222222222222
7809,2019-09-27 11:00:00,75,False,-0.05063291139240506
7810,2019-09-27 12:00:00,79,False,0.05333333333333334
7811,2019-09-27 13:00:00,84,False,0.06329113924050633
7812,2019-09-27 14:00:00,83,False,-0.011904761904761904
7813,2019-09-27 15:00:00,78,False,-0.060240963855421686
7814,2019-09-27 16:00:00,70,False,-0.10256410256410256
