,date,interest rates,isPartial,delta
100,2015-01-05 04:00:00,85,False,0.2878787878787879
101,2015-01-05 05:00:00,91,False,0.07058823529411765
102,2015-01-05 06:00:00,82,False,-0.0989010989010989
103,2015-01-05 07:00:00,86,False,0.04878048780487805
104,2015-01-05 08:00:00,65,False,-0.2441860465116279
105,2015-01-05 09:00:00,78,False,0.2
106,2015-01-05 10:00:00,62,False,-0.20512820512820512
107,2015-01-05 11:00:00,64,False,0.03225806451612903
108,2015-01-05 12:00:00,65,False,0.015625
109,2015-01-05 13:00:00,56,False,-0.13846153846153847
110,2015-01-05 14:00:00,61,False,0.08928571428571429
111,2015-01-05 15:00:00,57,False,-0.06557377049180328
112,2015-01-05 16:00:00,69,False,0.21052631578947367
113,2015-01-05 17:00:00,55,False,-0.2028985507246377
114,2015-01-05 18:00:00,61,False,0.10909090909090909
115,2015-01-05 19:00:00,70,False,0.14754098360655737
116,2015-01-05 20:00:00,60,False,-0.14285714285714285
117,2015-01-05 21:00:00,74,False,0.23333333333333334
118,2015-01-05 22:00:00,66,False,-0.10810810810810811
119,2015-01-05 23:00:00,82,False,0.24242424242424243
120,2015-01-06 00:00:00,64,False,-0.21951219512195122
121,2015-01-06 01:00:00,79,False,0.234375
122,2015-01-06 02:00:00,68,False,-0.13924050632911392
123,2015-01-06 03:00:00,75,False,0.10294117647058823
124,2015-01-06 04:00:00,81,False,0.08
125,2015-01-06 05:00:00,78,False,-0.037037037037037035
126,2015-01-06 06:00:00,100,False,0.28205128205128205
127,2015-01-06 07:00:00,70,False,-0.3
128,2015-01-06 08:00:00,82,False,0.17142857142857143
129,2015-01-06 09:00:00,68,False,-0.17073170731707318
130,2015-01-06 10:00:00,69,False,0.014705882352941176
131,2015-01-06 11:00:00,65,False,-0.057971014492753624
132,2015-01-06 12:00:00,65,False,0.0
133,2015-01-06 13:00:00,66,False,0.015384615384615385
134,2015-01-06 14:00:00,64,False,-0.030303030303030304
135,2015-01-06 15:00:00,64,False,0.0
136,2015-01-06 16:00:00,59,False,-0.078125
137,2015-01-06 17:00:00,63,False,0.06779661016949153
138,2015-01-06 18:00:00,67,False,0.06349206349206349
139,2015-01-06 19:00:00,56,False,-0.16417910447761194
140,2015-01-06 20:00:00,57,False,0.017857142857142856
141,2015-01-06 21:00:00,72,False,0.2631578947368421
142,2015-01-06 22:00:00,61,False,-0.1527777777777778
143,2015-01-06 23:00:00,66,False,0.08196721311475409
144,2015-01-07 00:00:00,69,False,0.045454545454545456
145,2015-01-07 01:00:00,59,False,-0.14492753623188406
146,2015-01-07 02:00:00,67,False,0.13559322033898305
147,2015-01-07 03:00:00,72,False,0.07462686567164178
148,2015-01-07 04:00:00,88,False,0.2222222222222222
149,2015-01-07 05:00:00,82,False,-0.06818181818181818
150,2015-01-07 06:00:00,91,False,0.10975609756097561
151,2015-01-07 07:00:00,64,False,-0.2967032967032967
152,2015-01-07 08:00:00,60,False,-0.0625
153,2015-01-07 09:00:00,66,False,0.1
154,2015-01-07 10:00:00,63,False,-0.045454545454545456
155,2015-01-07 11:00:00,63,False,0.0
156,2015-01-07 12:00:00,53,False,-0.15873015873015872
157,2015-01-07 13:00:00,56,False,0.05660377358490566
158,2015-01-07 14:00:00,60,False,0.07142857142857142
159,2015-01-07 15:00:00,62,False,0.03333333333333333
160,2015-01-07 16:00:00,57,False,-0.08064516129032258
161,2015-01-07 17:00:00,59,False,0.03508771929824561
162,2015-01-07 18:00:00,67,False,0.13559322033898305
163,2015-01-07 19:00:00,61,False,-0.08955223880597014
164,2015-01-07 20:00:00,54,False,-0.11475409836065574
165,2015-01-07 21:00:00,51,False,-0.05555555555555555
166,2015-01-07 22:00:00,63,False,0.23529411764705882
167,2015-01-07 23:00:00,58,False,-0.07936507936507936
168,2015-01-08 00:00:00,61,False,0.05172413793103448
169,2015-01-08 00:00:00,76,False,0.2459016393442623
170,2015-01-08 01:00:00,82,False,0.07894736842105263
171,2015-01-08 02:00:00,100,False,0.21951219512195122
172,2015-01-08 03:00:00,87,False,-0.13
173,2015-01-08 04:00:00,99,False,0.13793103448275862
174,2015-01-08 05:00:00,94,False,-0.050505050505050504
175,2015-01-08 06:00:00,85,False,-0.09574468085106383
176,2015-01-08 07:00:00,87,False,0.023529411764705882
177,2015-01-08 08:00:00,75,False,-0.13793103448275862
178,2015-01-08 09:00:00,94,False,0.25333333333333335
179,2015-01-08 10:00:00,84,False,-0.10638297872340426
180,2015-01-08 11:00:00,72,False,-0.14285714285714285
181,2015-01-08 12:00:00,70,False,-0.027777777777777776
182,2015-01-08 13:00:00,71,False,0.014285714285714285
183,2015-01-08 14:00:00,73,False,0.028169014084507043
184,2015-01-08 15:00:00,79,False,0.0821917808219178
185,2015-01-08 16:00:00,77,False,-0.02531645569620253
186,2015-01-08 17:00:00,67,False,-0.12987012987012986
187,2015-01-08 18:00:00,74,False,0.1044776119402985
188,2015-01-08 19:00:00,72,False,-0.02702702702702703
189,2015-01-08 20:00:00,69,False,-0.041666666666666664
190,2015-01-08 21:00:00,74,False,0.07246376811594203
191,2015-01-08 22:00:00,69,False,-0.06756756756756757
192,2015-01-08 23:00:00,69,False,0.0
193,2015-01-09 00:00:00,82,False,0.18840579710144928
194,2015-01-09 01:00:00,91,False,0.10975609756097561
195,2015-01-09 02:00:00,85,False,-0.06593406593406594
196,2015-01-09 03:00:00,84,False,-0.011764705882352941
197,2015-01-09 04:00:00,91,False,0.08333333333333333
198,2015-01-09 05:00:00,90,False,-0.01098901098901099
199,2015-01-09 06:00:00,90,False,0.0
200,2015-01-09 07:00:00,90,False,0.0
201,2015-01-09 08:00:00,66,False,-0.26666666666666666
202,2015-01-09 09:00:00,74,False,0.12121212121212122
203,2015-01-09 10:00:00,69,False,-0.06756756756756757
204,2015-01-09 11:00:00,66,False,-0.043478260869565216
205,2015-01-09 12:00:00,68,False,0.030303030303030304
206,2015-01-09 13:00:00,65,False,-0.04411764705882353
207,2015-01-09 14:00:00,64,False,-0.015384615384615385
208,2015-01-09 15:00:00,70,False,0.09375
209,2015-01-09 16:00:00,75,False,0.07142857142857142
210,2015-01-09 17:00:00,86,False,0.14666666666666667
211,2015-01-09 18:00:00,61,False,-0.29069767441860467
212,2015-01-09 19:00:00,65,False,0.06557377049180328
213,2015-01-09 20:00:00,64,False,-0.015384615384615385
214,2015-01-09 21:00:00,59,False,-0.078125
215,2015-01-09 22:00:00,72,False,0.22033898305084745
216,2015-01-09 23:00:00,57,False,-0.20833333333333334
217,2015-01-10 00:00:00,68,False,0.19298245614035087
218,2015-01-10 01:00:00,59,False,-0.1323529411764706
219,2015-01-10 02:00:00,64,False,0.0847457627118644
220,2015-01-10 03:00:00,81,False,0.265625
221,2015-01-10 04:00:00,71,False,-0.12345679012345678
222,2015-01-10 05:00:00,73,False,0.028169014084507043
223,2015-01-10 06:00:00,69,False,-0.0547945205479452
224,2015-01-10 07:00:00,65,False,-0.057971014492753624
225,2015-01-10 08:00:00,81,False,0.24615384615384617
226,2015-01-10 09:00:00,81,False,0.0
227,2015-01-10 10:00:00,60,False,-0.25925925925925924
228,2015-01-10 11:00:00,56,False,-0.06666666666666667
229,2015-01-10 12:00:00,48,False,-0.14285714285714285
230,2015-01-10 13:00:00,57,False,0.1875
231,2015-01-10 14:00:00,63,False,0.10526315789473684
232,2015-01-10 15:00:00,53,False,-0.15873015873015872
233,2015-01-10 16:00:00,54,False,0.018867924528301886
234,2015-01-10 17:00:00,55,False,0.018518518518518517
235,2015-01-10 18:00:00,53,False,-0.03636363636363636
236,2015-01-10 19:00:00,45,False,-0.1509433962264151
237,2015-01-10 20:00:00,56,False,0.24444444444444444
238,2015-01-10 21:00:00,52,False,-0.07142857142857142
239,2015-01-10 22:00:00,57,False,0.09615384615384616
240,2015-01-10 23:00:00,51,False,-0.10526315789473684
241,2015-01-11 00:00:00,57,False,0.11764705882352941
242,2015-01-11 01:00:00,51,False,-0.10526315789473684
243,2015-01-11 02:00:00,77,False,0.5098039215686274
244,2015-01-11 03:00:00,68,False,-0.11688311688311688
245,2015-01-11 04:00:00,72,False,0.058823529411764705
246,2015-01-11 05:00:00,74,False,0.027777777777777776
247,2015-01-11 06:00:00,70,False,-0.05405405405405406
248,2015-01-11 07:00:00,60,False,-0.14285714285714285
249,2015-01-11 08:00:00,71,False,0.18333333333333332
250,2015-01-11 09:00:00,55,False,-0.22535211267605634
251,2015-01-11 10:00:00,54,False,-0.01818181818181818
252,2015-01-11 11:00:00,54,False,0.0
253,2015-01-11 12:00:00,44,False,-0.18518518518518517
254,2015-01-11 13:00:00,45,False,0.022727272727272728
255,2015-01-11 14:00:00,47,False,0.044444444444444446
256,2015-01-11 15:00:00,51,False,0.0851063829787234
257,2015-01-11 16:00:00,46,False,-0.09803921568627451
258,2015-01-11 17:00:00,48,False,0.043478260869565216
259,2015-01-11 18:00:00,47,False,-0.020833333333333332
260,2015-01-11 19:00:00,48,False,0.02127659574468085
261,2015-01-11 20:00:00,47,False,-0.020833333333333332
262,2015-01-11 21:00:00,51,False,0.0851063829787234
263,2015-01-11 22:00:00,60,False,0.17647058823529413
264,2015-01-11 23:00:00,62,False,0.03333333333333333
265,2015-01-12 00:00:00,65,False,0.04838709677419355
266,2015-01-12 01:00:00,69,False,0.06153846153846154
267,2015-01-12 02:00:00,74,False,0.07246376811594203
268,2015-01-12 03:00:00,80,False,0.08108108108108109
269,2015-01-12 04:00:00,82,False,0.025
270,2015-01-12 05:00:00,94,False,0.14634146341463414
271,2015-01-12 06:00:00,91,False,-0.031914893617021274
272,2015-01-12 07:00:00,72,False,-0.2087912087912088
273,2015-01-12 08:00:00,63,False,-0.125
274,2015-01-12 09:00:00,72,False,0.14285714285714285
275,2015-01-12 10:00:00,64,False,-0.1111111111111111
276,2015-01-12 11:00:00,64,False,0.0
277,2015-01-12 12:00:00,58,False,-0.09375
278,2015-01-12 13:00:00,59,False,0.017241379310344827
279,2015-01-12 14:00:00,62,False,0.05084745762711865
280,2015-01-12 15:00:00,65,False,0.04838709677419355
281,2015-01-12 16:00:00,68,False,0.046153846153846156
282,2015-01-12 17:00:00,69,False,0.014705882352941176
283,2015-01-12 18:00:00,63,False,-0.08695652173913043
284,2015-01-12 19:00:00,67,False,0.06349206349206349
285,2015-01-12 20:00:00,71,False,0.05970149253731343
286,2015-01-12 21:00:00,68,False,-0.04225352112676056
287,2015-01-12 22:00:00,75,False,0.10294117647058823
288,2015-01-12 23:00:00,79,False,0.05333333333333334
289,2015-01-13 00:00:00,74,False,-0.06329113924050633
290,2015-01-13 01:00:00,75,False,0.013513513513513514
291,2015-01-13 02:00:00,74,False,-0.013333333333333334
292,2015-01-13 03:00:00,86,False,0.16216216216216217
293,2015-01-13 04:00:00,89,False,0.03488372093023256
294,2015-01-13 05:00:00,90,False,0.011235955056179775
295,2015-01-13 06:00:00,92,False,0.022222222222222223
296,2015-01-13 07:00:00,75,False,-0.18478260869565216
297,2015-01-13 08:00:00,68,False,-0.09333333333333334
298,2015-01-13 09:00:00,72,False,0.058823529411764705
299,2015-01-13 10:00:00,70,False,-0.027777777777777776
300,2015-01-13 11:00:00,68,False,-0.02857142857142857
301,2015-01-13 12:00:00,63,False,-0.07352941176470588
302,2015-01-13 13:00:00,68,False,0.07936507936507936
303,2015-01-13 14:00:00,66,False,-0.029411764705882353
304,2015-01-13 15:00:00,67,False,0.015151515151515152
305,2015-01-13 16:00:00,73,False,0.08955223880597014
306,2015-01-13 17:00:00,69,False,-0.0547945205479452
307,2015-01-13 18:00:00,70,False,0.014492753623188406
308,2015-01-13 19:00:00,70,False,0.0
309,2015-01-13 20:00:00,69,False,-0.014285714285714285
310,2015-01-13 21:00:00,75,False,0.08695652173913043
311,2015-01-13 22:00:00,80,False,0.06666666666666667
312,2015-01-13 23:00:00,73,False,-0.0875
313,2015-01-14 00:00:00,72,False,-0.0136986301369863
314,2015-01-14 01:00:00,81,False,0.125
315,2015-01-14 02:00:00,78,False,-0.037037037037037035
316,2015-01-14 03:00:00,86,False,0.10256410256410256
317,2015-01-14 04:00:00,82,False,-0.046511627906976744
318,2015-01-14 05:00:00,95,False,0.15853658536585366
319,2015-01-14 06:00:00,85,False,-0.10526315789473684
320,2015-01-14 07:00:00,71,False,-0.16470588235294117
321,2015-01-14 08:00:00,65,False,-0.08450704225352113
322,2015-01-14 09:00:00,63,False,-0.03076923076923077
323,2015-01-14 10:00:00,67,False,0.06349206349206349
324,2015-01-14 11:00:00,64,False,-0.04477611940298507
325,2015-01-14 12:00:00,56,False,-0.125
326,2015-01-14 13:00:00,55,False,-0.017857142857142856
327,2015-01-14 14:00:00,62,False,0.12727272727272726
328,2015-01-14 15:00:00,63,False,0.016129032258064516
329,2015-01-14 16:00:00,66,False,0.047619047619047616
330,2015-01-14 17:00:00,70,False,0.06060606060606061
331,2015-01-14 18:00:00,73,False,0.04285714285714286
332,2015-01-14 19:00:00,69,False,-0.0547945205479452
333,2015-01-14 20:00:00,68,False,-0.014492753623188406
334,2015-01-14 21:00:00,74,False,0.08823529411764706
335,2015-01-14 22:00:00,76,False,0.02702702702702703
336,2015-01-14 23:00:00,69,False,-0.09210526315789473
337,2015-01-15 00:00:00,81,False,0.17391304347826086
338,2015-01-15 00:00:00,60,False,-0.25925925925925924
339,2015-01-15 01:00:00,57,False,-0.05
340,2015-01-15 02:00:00,67,False,0.17543859649122806
341,2015-01-15 03:00:00,71,False,0.05970149253731343
342,2015-01-15 04:00:00,75,False,0.056338028169014086
343,2015-01-15 05:00:00,80,False,0.06666666666666667
344,2015-01-15 06:00:00,71,False,-0.1125
345,2015-01-15 07:00:00,66,False,-0.07042253521126761
346,2015-01-15 08:00:00,61,False,-0.07575757575757576
347,2015-01-15 09:00:00,60,False,-0.01639344262295082
348,2015-01-15 10:00:00,66,False,0.1
349,2015-01-15 11:00:00,58,False,-0.12121212121212122
350,2015-01-15 12:00:00,52,False,-0.10344827586206896
351,2015-01-15 13:00:00,55,False,0.057692307692307696
352,2015-01-15 14:00:00,59,False,0.07272727272727272
353,2015-01-15 15:00:00,58,False,-0.01694915254237288
354,2015-01-15 16:00:00,61,False,0.05172413793103448
355,2015-01-15 17:00:00,60,False,-0.01639344262295082
356,2015-01-15 18:00:00,58,False,-0.03333333333333333
357,2015-01-15 19:00:00,56,False,-0.034482758620689655
358,2015-01-15 20:00:00,59,False,0.05357142857142857
359,2015-01-15 21:00:00,57,False,-0.03389830508474576
360,2015-01-15 22:00:00,56,False,-0.017543859649122806
361,2015-01-15 23:00:00,60,False,0.07142857142857142
362,2015-01-16 00:00:00,59,False,-0.016666666666666666
363,2015-01-16 01:00:00,62,False,0.05084745762711865
364,2015-01-16 02:00:00,68,False,0.0967741935483871
365,2015-01-16 03:00:00,74,False,0.08823529411764706
366,2015-01-16 04:00:00,73,False,-0.013513513513513514
367,2015-01-16 05:00:00,80,False,0.0958904109589041
368,2015-01-16 06:00:00,80,False,0.0
369,2015-01-16 07:00:00,63,False,-0.2125
370,2015-01-16 08:00:00,56,False,-0.1111111111111111
371,2015-01-16 09:00:00,57,False,0.017857142857142856
372,2015-01-16 10:00:00,56,False,-0.017543859649122806
373,2015-01-16 11:00:00,54,False,-0.03571428571428571
374,2015-01-16 12:00:00,49,False,-0.09259259259259259
375,2015-01-16 13:00:00,47,False,-0.04081632653061224
376,2015-01-16 14:00:00,51,False,0.0851063829787234
377,2015-01-16 15:00:00,52,False,0.0196078431372549
378,2015-01-16 16:00:00,52,False,0.0
379,2015-01-16 17:00:00,52,False,0.0
380,2015-01-16 18:00:00,52,False,0.0
381,2015-01-16 19:00:00,45,False,-0.1346153846153846
382,2015-01-16 20:00:00,50,False,0.1111111111111111
383,2015-01-16 21:00:00,47,False,-0.06
384,2015-01-16 22:00:00,44,False,-0.06382978723404255
385,2015-01-16 23:00:00,46,False,0.045454545454545456
386,2015-01-17 00:00:00,46,False,0.0
387,2015-01-17 01:00:00,41,False,-0.10869565217391304
388,2015-01-17 02:00:00,49,False,0.1951219512195122
389,2015-01-17 03:00:00,55,False,0.12244897959183673
390,2015-01-17 04:00:00,60,False,0.09090909090909091
391,2015-01-17 05:00:00,62,False,0.03333333333333333
392,2015-01-17 06:00:00,59,False,-0.04838709677419355
393,2015-01-17 07:00:00,52,False,-0.11864406779661017
394,2015-01-17 08:00:00,46,False,-0.11538461538461539
395,2015-01-17 09:00:00,43,False,-0.06521739130434782
396,2015-01-17 10:00:00,42,False,-0.023255813953488372
397,2015-01-17 11:00:00,43,False,0.023809523809523808
398,2015-01-17 12:00:00,40,False,-0.06976744186046512
399,2015-01-17 13:00:00,38,False,-0.05
400,2015-01-17 14:00:00,40,False,0.05263157894736842
401,2015-01-17 15:00:00,39,False,-0.025
402,2015-01-17 16:00:00,40,False,0.02564102564102564
403,2015-01-17 17:00:00,39,False,-0.025
404,2015-01-17 18:00:00,37,False,-0.05128205128205128
405,2015-01-17 19:00:00,38,False,0.02702702702702703
406,2015-01-17 20:00:00,34,False,-0.10526315789473684
407,2015-01-17 21:00:00,36,False,0.058823529411764705
408,2015-01-17 22:00:00,38,False,0.05555555555555555
409,2015-01-17 23:00:00,37,False,-0.02631578947368421
410,2015-01-18 00:00:00,39,False,0.05405405405405406
411,2015-01-18 01:00:00,39,False,0.0
412,2015-01-18 02:00:00,42,False,0.07692307692307693
413,2015-01-18 03:00:00,42,False,0.0
414,2015-01-18 04:00:00,44,False,0.047619047619047616
415,2015-01-18 05:00:00,50,False,0.13636363636363635
416,2015-01-18 06:00:00,45,False,-0.1
417,2015-01-18 07:00:00,43,False,-0.044444444444444446
418,2015-01-18 08:00:00,37,False,-0.13953488372093023
419,2015-01-18 09:00:00,39,False,0.05405405405405406
420,2015-01-18 10:00:00,38,False,-0.02564102564102564
421,2015-01-18 11:00:00,34,False,-0.10526315789473684
422,2015-01-18 12:00:00,32,False,-0.058823529411764705
423,2015-01-18 13:00:00,34,False,0.0625
424,2015-01-18 14:00:00,38,False,0.11764705882352941
425,2015-01-18 15:00:00,38,False,0.0
426,2015-01-18 16:00:00,38,False,0.0
427,2015-01-18 17:00:00,39,False,0.02631578947368421
428,2015-01-18 18:00:00,34,False,-0.1282051282051282
429,2015-01-18 19:00:00,36,False,0.058823529411764705
430,2015-01-18 20:00:00,36,False,0.0
431,2015-01-18 21:00:00,40,False,0.1111111111111111
432,2015-01-18 22:00:00,43,False,0.075
433,2015-01-18 23:00:00,42,False,-0.023255813953488372
434,2015-01-19 00:00:00,55,False,0.30952380952380953
435,2015-01-19 01:00:00,49,False,-0.10909090909090909
436,2015-01-19 02:00:00,56,False,0.14285714285714285
437,2015-01-19 03:00:00,63,False,0.125
438,2015-01-19 04:00:00,66,False,0.047619047619047616
439,2015-01-19 05:00:00,71,False,0.07575757575757576
440,2015-01-19 06:00:00,70,False,-0.014084507042253521
441,2015-01-19 07:00:00,61,False,-0.12857142857142856
442,2015-01-19 08:00:00,56,False,-0.08196721311475409
443,2015-01-19 09:00:00,54,False,-0.03571428571428571
444,2015-01-19 10:00:00,54,False,0.0
445,2015-01-19 11:00:00,52,False,-0.037037037037037035
446,2015-01-19 12:00:00,50,False,-0.038461538461538464
447,2015-01-19 13:00:00,44,False,-0.12
448,2015-01-19 14:00:00,45,False,0.022727272727272728
449,2015-01-19 15:00:00,45,False,0.0
450,2015-01-19 16:00:00,51,False,0.13333333333333333
451,2015-01-19 17:00:00,48,False,-0.058823529411764705
452,2015-01-19 18:00:00,47,False,-0.020833333333333332
453,2015-01-19 19:00:00,46,False,-0.02127659574468085
454,2015-01-19 20:00:00,49,False,0.06521739130434782
455,2015-01-19 21:00:00,49,False,0.0
456,2015-01-19 22:00:00,52,False,0.061224489795918366
457,2015-01-19 23:00:00,54,False,0.038461538461538464
458,2015-01-20 00:00:00,53,False,-0.018518518518518517
459,2015-01-20 01:00:00,53,False,0.0
460,2015-01-20 02:00:00,57,False,0.07547169811320754
461,2015-01-20 03:00:00,59,False,0.03508771929824561
462,2015-01-20 04:00:00,70,False,0.1864406779661017
463,2015-01-20 05:00:00,71,False,0.014285714285714285
464,2015-01-20 06:00:00,69,False,-0.028169014084507043
465,2015-01-20 07:00:00,61,False,-0.11594202898550725
466,2015-01-20 08:00:00,57,False,-0.06557377049180328
467,2015-01-20 09:00:00,56,False,-0.017543859649122806
468,2015-01-20 10:00:00,53,False,-0.05357142857142857
469,2015-01-20 11:00:00,54,False,0.018867924528301886
470,2015-01-20 12:00:00,48,False,-0.1111111111111111
471,2015-01-20 13:00:00,48,False,0.0
472,2015-01-20 14:00:00,51,False,0.0625
473,2015-01-20 15:00:00,52,False,0.0196078431372549
474,2015-01-20 16:00:00,53,False,0.019230769230769232
475,2015-01-20 17:00:00,56,False,0.05660377358490566
476,2015-01-20 18:00:00,48,False,-0.14285714285714285
477,2015-01-20 19:00:00,51,False,0.0625
478,2015-01-20 20:00:00,52,False,0.0196078431372549
479,2015-01-20 21:00:00,54,False,0.038461538461538464
480,2015-01-20 22:00:00,54,False,0.0
481,2015-01-20 23:00:00,56,False,0.037037037037037035
482,2015-01-21 00:00:00,58,False,0.03571428571428571
483,2015-01-21 01:00:00,58,False,0.0
484,2015-01-21 02:00:00,69,False,0.1896551724137931
485,2015-01-21 03:00:00,69,False,0.0
486,2015-01-21 04:00:00,70,False,0.014492753623188406
487,2015-01-21 05:00:00,74,False,0.05714285714285714
488,2015-01-21 06:00:00,68,False,-0.08108108108108109
489,2015-01-21 07:00:00,55,False,-0.19117647058823528
490,2015-01-21 08:00:00,50,False,-0.09090909090909091
491,2015-01-21 09:00:00,52,False,0.04
492,2015-01-21 10:00:00,53,False,0.019230769230769232
493,2015-01-21 11:00:00,51,False,-0.03773584905660377
494,2015-01-21 12:00:00,48,False,-0.058823529411764705
495,2015-01-21 13:00:00,51,False,0.0625
496,2015-01-21 14:00:00,53,False,0.0392156862745098
497,2015-01-21 15:00:00,82,False,0.5471698113207547
498,2015-01-21 16:00:00,84,False,0.024390243902439025
499,2015-01-21 17:00:00,83,False,-0.011904761904761904
500,2015-01-21 18:00:00,76,False,-0.08433734939759036
501,2015-01-21 19:00:00,73,False,-0.039473684210526314
502,2015-01-21 20:00:00,72,False,-0.0136986301369863
503,2015-01-21 21:00:00,74,False,0.027777777777777776
