,date,politics,isPartial,delta
106,2015-01-05 10:00:00,26,False,0.0
107,2015-01-05 11:00:00,25,False,-0.038461538461538464
108,2015-01-05 12:00:00,30,False,0.2
109,2015-01-05 13:00:00,39,False,0.3
110,2015-01-05 14:00:00,45,False,0.15384615384615385
111,2015-01-05 15:00:00,50,False,0.1111111111111111
112,2015-01-05 16:00:00,57,False,0.14
113,2015-01-05 17:00:00,65,False,0.14035087719298245
114,2015-01-05 18:00:00,84,False,0.2923076923076923
115,2015-01-05 19:00:00,100,False,0.19047619047619047
116,2015-01-05 20:00:00,94,False,-0.06
117,2015-01-05 21:00:00,85,False,-0.09574468085106383
118,2015-01-05 22:00:00,78,False,-0.08235294117647059
119,2015-01-05 23:00:00,75,False,-0.038461538461538464
120,2015-01-06 00:00:00,62,False,-0.17333333333333334
121,2015-01-06 01:00:00,52,False,-0.16129032258064516
122,2015-01-06 02:00:00,49,False,-0.057692307692307696
123,2015-01-06 03:00:00,45,False,-0.08163265306122448
124,2015-01-06 04:00:00,46,False,0.022222222222222223
125,2015-01-06 05:00:00,41,False,-0.10869565217391304
126,2015-01-06 06:00:00,41,False,0.0
127,2015-01-06 07:00:00,36,False,-0.12195121951219512
128,2015-01-06 08:00:00,33,False,-0.08333333333333333
129,2015-01-06 09:00:00,35,False,0.06060606060606061
130,2015-01-06 10:00:00,31,False,-0.11428571428571428
131,2015-01-06 11:00:00,29,False,-0.06451612903225806
132,2015-01-06 12:00:00,34,False,0.1724137931034483
133,2015-01-06 13:00:00,43,False,0.2647058823529412
134,2015-01-06 14:00:00,51,False,0.18604651162790697
135,2015-01-06 15:00:00,53,False,0.0392156862745098
136,2015-01-06 16:00:00,61,False,0.1509433962264151
137,2015-01-06 17:00:00,62,False,0.01639344262295082
138,2015-01-06 18:00:00,61,False,-0.016129032258064516
139,2015-01-06 19:00:00,50,False,-0.18032786885245902
140,2015-01-06 20:00:00,48,False,-0.04
141,2015-01-06 21:00:00,45,False,-0.0625
142,2015-01-06 22:00:00,44,False,-0.022222222222222223
143,2015-01-06 23:00:00,41,False,-0.06818181818181818
144,2015-01-07 00:00:00,42,False,0.024390243902439025
145,2015-01-07 01:00:00,38,False,-0.09523809523809523
146,2015-01-07 02:00:00,37,False,-0.02631578947368421
147,2015-01-07 03:00:00,36,False,-0.02702702702702703
148,2015-01-07 04:00:00,37,False,0.027777777777777776
149,2015-01-07 05:00:00,35,False,-0.05405405405405406
150,2015-01-07 06:00:00,32,False,-0.08571428571428572
151,2015-01-07 07:00:00,30,False,-0.0625
152,2015-01-07 08:00:00,26,False,-0.13333333333333333
153,2015-01-07 09:00:00,27,False,0.038461538461538464
154,2015-01-07 10:00:00,28,False,0.037037037037037035
155,2015-01-07 11:00:00,26,False,-0.07142857142857142
156,2015-01-07 12:00:00,33,False,0.2692307692307692
157,2015-01-07 13:00:00,40,False,0.21212121212121213
158,2015-01-07 14:00:00,49,False,0.225
159,2015-01-07 15:00:00,53,False,0.08163265306122448
160,2015-01-07 16:00:00,58,False,0.09433962264150944
161,2015-01-07 17:00:00,63,False,0.08620689655172414
162,2015-01-07 18:00:00,69,False,0.09523809523809523
163,2015-01-07 19:00:00,73,False,0.057971014492753624
164,2015-01-07 20:00:00,65,False,-0.1095890410958904
165,2015-01-07 21:00:00,56,False,-0.13846153846153847
166,2015-01-07 22:00:00,49,False,-0.125
167,2015-01-07 23:00:00,48,False,-0.02040816326530612
168,2015-01-08 00:00:00,45,False,-0.0625
169,2015-01-08 00:00:00,53,False,0.17777777777777778
170,2015-01-08 01:00:00,49,False,-0.07547169811320754
171,2015-01-08 02:00:00,46,False,-0.061224489795918366
172,2015-01-08 03:00:00,44,False,-0.043478260869565216
173,2015-01-08 04:00:00,46,False,0.045454545454545456
174,2015-01-08 05:00:00,42,False,-0.08695652173913043
175,2015-01-08 06:00:00,38,False,-0.09523809523809523
176,2015-01-08 07:00:00,35,False,-0.07894736842105263
177,2015-01-08 08:00:00,35,False,0.0
178,2015-01-08 09:00:00,33,False,-0.05714285714285714
179,2015-01-08 10:00:00,33,False,0.0
180,2015-01-08 11:00:00,33,False,0.0
181,2015-01-08 12:00:00,39,False,0.18181818181818182
182,2015-01-08 13:00:00,43,False,0.10256410256410256
183,2015-01-08 14:00:00,54,False,0.2558139534883721
184,2015-01-08 15:00:00,58,False,0.07407407407407407
185,2015-01-08 16:00:00,63,False,0.08620689655172414
186,2015-01-08 17:00:00,70,False,0.1111111111111111
187,2015-01-08 18:00:00,77,False,0.1
188,2015-01-08 19:00:00,80,False,0.03896103896103896
189,2015-01-08 20:00:00,79,False,-0.0125
190,2015-01-08 21:00:00,70,False,-0.11392405063291139
191,2015-01-08 22:00:00,60,False,-0.14285714285714285
192,2015-01-08 23:00:00,56,False,-0.06666666666666667
193,2015-01-09 00:00:00,54,False,-0.03571428571428571
194,2015-01-09 01:00:00,51,False,-0.05555555555555555
195,2015-01-09 02:00:00,46,False,-0.09803921568627451
196,2015-01-09 03:00:00,47,False,0.021739130434782608
197,2015-01-09 04:00:00,43,False,-0.0851063829787234
198,2015-01-09 05:00:00,44,False,0.023255813953488372
199,2015-01-09 06:00:00,42,False,-0.045454545454545456
200,2015-01-09 07:00:00,36,False,-0.14285714285714285
201,2015-01-09 08:00:00,33,False,-0.08333333333333333
202,2015-01-09 09:00:00,33,False,0.0
203,2015-01-09 10:00:00,32,False,-0.030303030303030304
204,2015-01-09 11:00:00,33,False,0.03125
205,2015-01-09 12:00:00,38,False,0.15151515151515152
206,2015-01-09 13:00:00,50,False,0.3157894736842105
207,2015-01-09 14:00:00,60,False,0.2
208,2015-01-09 15:00:00,69,False,0.15
209,2015-01-09 16:00:00,77,False,0.11594202898550725
210,2015-01-09 17:00:00,84,False,0.09090909090909091
211,2015-01-09 18:00:00,92,False,0.09523809523809523
212,2015-01-09 19:00:00,98,False,0.06521739130434782
213,2015-01-09 20:00:00,100,False,0.02040816326530612
214,2015-01-09 21:00:00,90,False,-0.1
215,2015-01-09 22:00:00,74,False,-0.17777777777777778
216,2015-01-09 23:00:00,64,False,-0.13513513513513514
217,2015-01-10 00:00:00,57,False,-0.109375
218,2015-01-10 01:00:00,52,False,-0.08771929824561403
219,2015-01-10 02:00:00,48,False,-0.07692307692307693
220,2015-01-10 03:00:00,46,False,-0.041666666666666664
221,2015-01-10 04:00:00,44,False,-0.043478260869565216
222,2015-01-10 05:00:00,44,False,0.0
223,2015-01-10 06:00:00,44,False,0.0
224,2015-01-10 07:00:00,41,False,-0.06818181818181818
225,2015-01-10 08:00:00,36,False,-0.12195121951219512
226,2015-01-10 09:00:00,36,False,0.0
227,2015-01-10 10:00:00,35,False,-0.027777777777777776
228,2015-01-10 11:00:00,32,False,-0.08571428571428572
229,2015-01-10 12:00:00,34,False,0.0625
230,2015-01-10 13:00:00,30,False,-0.11764705882352941
231,2015-01-10 14:00:00,31,False,0.03333333333333333
232,2015-01-10 15:00:00,32,False,0.03225806451612903
233,2015-01-10 16:00:00,31,False,-0.03125
234,2015-01-10 17:00:00,31,False,0.0
235,2015-01-10 18:00:00,31,False,0.0
236,2015-01-10 19:00:00,30,False,-0.03225806451612903
237,2015-01-10 20:00:00,30,False,0.0
238,2015-01-10 21:00:00,30,False,0.0
239,2015-01-10 22:00:00,30,False,0.0
240,2015-01-10 23:00:00,30,False,0.0
241,2015-01-11 00:00:00,32,False,0.06666666666666667
242,2015-01-11 01:00:00,29,False,-0.09375
243,2015-01-11 02:00:00,30,False,0.034482758620689655
244,2015-01-11 03:00:00,32,False,0.06666666666666667
245,2015-01-11 04:00:00,33,False,0.03125
246,2015-01-11 05:00:00,34,False,0.030303030303030304
247,2015-01-11 06:00:00,33,False,-0.029411764705882353
248,2015-01-11 07:00:00,32,False,-0.030303030303030304
249,2015-01-11 08:00:00,28,False,-0.125
250,2015-01-11 09:00:00,27,False,-0.03571428571428571
251,2015-01-11 10:00:00,29,False,0.07407407407407407
252,2015-01-11 11:00:00,30,False,0.034482758620689655
253,2015-01-11 12:00:00,30,False,0.0
254,2015-01-11 13:00:00,31,False,0.03333333333333333
255,2015-01-11 14:00:00,32,False,0.03225806451612903
256,2015-01-11 15:00:00,31,False,-0.03125
257,2015-01-11 16:00:00,31,False,0.0
258,2015-01-11 17:00:00,32,False,0.03225806451612903
259,2015-01-11 18:00:00,32,False,0.0
260,2015-01-11 19:00:00,31,False,-0.03125
261,2015-01-11 20:00:00,31,False,0.0
262,2015-01-11 21:00:00,35,False,0.12903225806451613
263,2015-01-11 22:00:00,37,False,0.05714285714285714
264,2015-01-11 23:00:00,37,False,0.0
265,2015-01-12 00:00:00,37,False,0.0
266,2015-01-12 01:00:00,36,False,-0.02702702702702703
267,2015-01-12 02:00:00,38,False,0.05555555555555555
268,2015-01-12 03:00:00,38,False,0.0
269,2015-01-12 04:00:00,40,False,0.05263157894736842
270,2015-01-12 05:00:00,36,False,-0.1
271,2015-01-12 06:00:00,34,False,-0.05555555555555555
272,2015-01-12 07:00:00,29,False,-0.14705882352941177
273,2015-01-12 08:00:00,28,False,-0.034482758620689655
274,2015-01-12 09:00:00,31,False,0.10714285714285714
275,2015-01-12 10:00:00,32,False,0.03225806451612903
276,2015-01-12 11:00:00,34,False,0.0625
277,2015-01-12 12:00:00,35,False,0.029411764705882353
278,2015-01-12 13:00:00,41,False,0.17142857142857143
279,2015-01-12 14:00:00,45,False,0.0975609756097561
280,2015-01-12 15:00:00,51,False,0.13333333333333333
281,2015-01-12 16:00:00,53,False,0.0392156862745098
282,2015-01-12 17:00:00,58,False,0.09433962264150944
283,2015-01-12 18:00:00,63,False,0.08620689655172414
284,2015-01-12 19:00:00,64,False,0.015873015873015872
285,2015-01-12 20:00:00,62,False,-0.03125
286,2015-01-12 21:00:00,59,False,-0.04838709677419355
287,2015-01-12 22:00:00,57,False,-0.03389830508474576
288,2015-01-12 23:00:00,53,False,-0.07017543859649122
289,2015-01-13 00:00:00,51,False,-0.03773584905660377
290,2015-01-13 01:00:00,49,False,-0.0392156862745098
291,2015-01-13 02:00:00,45,False,-0.08163265306122448
292,2015-01-13 03:00:00,47,False,0.044444444444444446
293,2015-01-13 04:00:00,46,False,-0.02127659574468085
294,2015-01-13 05:00:00,43,False,-0.06521739130434782
295,2015-01-13 06:00:00,39,False,-0.09302325581395349
296,2015-01-13 07:00:00,33,False,-0.15384615384615385
297,2015-01-13 08:00:00,32,False,-0.030303030303030304
298,2015-01-13 09:00:00,32,False,0.0
299,2015-01-13 10:00:00,31,False,-0.03125
300,2015-01-13 11:00:00,31,False,0.0
301,2015-01-13 12:00:00,33,False,0.06451612903225806
302,2015-01-13 13:00:00,40,False,0.21212121212121213
303,2015-01-13 14:00:00,49,False,0.225
304,2015-01-13 15:00:00,55,False,0.12244897959183673
305,2015-01-13 16:00:00,60,False,0.09090909090909091
306,2015-01-13 17:00:00,66,False,0.1
307,2015-01-13 18:00:00,67,False,0.015151515151515152
308,2015-01-13 19:00:00,63,False,-0.05970149253731343
309,2015-01-13 20:00:00,58,False,-0.07936507936507936
310,2015-01-13 21:00:00,53,False,-0.08620689655172414
311,2015-01-13 22:00:00,52,False,-0.018867924528301886
312,2015-01-13 23:00:00,51,False,-0.019230769230769232
313,2015-01-14 00:00:00,50,False,-0.0196078431372549
314,2015-01-14 01:00:00,49,False,-0.02
315,2015-01-14 02:00:00,48,False,-0.02040816326530612
316,2015-01-14 03:00:00,46,False,-0.041666666666666664
317,2015-01-14 04:00:00,47,False,0.021739130434782608
318,2015-01-14 05:00:00,44,False,-0.06382978723404255
319,2015-01-14 06:00:00,39,False,-0.11363636363636363
320,2015-01-14 07:00:00,33,False,-0.15384615384615385
321,2015-01-14 08:00:00,30,False,-0.09090909090909091
322,2015-01-14 09:00:00,32,False,0.06666666666666667
323,2015-01-14 10:00:00,30,False,-0.0625
324,2015-01-14 11:00:00,30,False,0.0
325,2015-01-14 12:00:00,36,False,0.2
326,2015-01-14 13:00:00,41,False,0.1388888888888889
327,2015-01-14 14:00:00,50,False,0.21951219512195122
328,2015-01-14 15:00:00,57,False,0.14
329,2015-01-14 16:00:00,64,False,0.12280701754385964
330,2015-01-14 17:00:00,68,False,0.0625
331,2015-01-14 18:00:00,74,False,0.08823529411764706
332,2015-01-14 19:00:00,78,False,0.05405405405405406
333,2015-01-14 20:00:00,74,False,-0.05128205128205128
334,2015-01-14 21:00:00,66,False,-0.10810810810810811
335,2015-01-14 22:00:00,64,False,-0.030303030303030304
336,2015-01-14 23:00:00,60,False,-0.0625
337,2015-01-15 00:00:00,55,False,-0.08333333333333333
338,2015-01-15 00:00:00,68,False,0.23636363636363636
339,2015-01-15 01:00:00,66,False,-0.029411764705882353
340,2015-01-15 02:00:00,64,False,-0.030303030303030304
341,2015-01-15 03:00:00,61,False,-0.046875
342,2015-01-15 04:00:00,62,False,0.01639344262295082
343,2015-01-15 05:00:00,59,False,-0.04838709677419355
344,2015-01-15 06:00:00,50,False,-0.15254237288135594
345,2015-01-15 07:00:00,45,False,-0.1
346,2015-01-15 08:00:00,41,False,-0.08888888888888889
347,2015-01-15 09:00:00,37,False,-0.0975609756097561
348,2015-01-15 10:00:00,42,False,0.13513513513513514
349,2015-01-15 11:00:00,39,False,-0.07142857142857142
350,2015-01-15 12:00:00,44,False,0.1282051282051282
351,2015-01-15 13:00:00,54,False,0.22727272727272727
352,2015-01-15 14:00:00,63,False,0.16666666666666666
353,2015-01-15 15:00:00,67,False,0.06349206349206349
354,2015-01-15 16:00:00,77,False,0.14925373134328357
355,2015-01-15 17:00:00,82,False,0.06493506493506493
356,2015-01-15 18:00:00,88,False,0.07317073170731707
357,2015-01-15 19:00:00,93,False,0.056818181818181816
358,2015-01-15 20:00:00,85,False,-0.08602150537634409
359,2015-01-15 21:00:00,76,False,-0.10588235294117647
360,2015-01-15 22:00:00,71,False,-0.06578947368421052
361,2015-01-15 23:00:00,65,False,-0.08450704225352113
362,2015-01-16 00:00:00,61,False,-0.06153846153846154
363,2015-01-16 01:00:00,65,False,0.06557377049180328
364,2015-01-16 02:00:00,62,False,-0.046153846153846156
365,2015-01-16 03:00:00,59,False,-0.04838709677419355
366,2015-01-16 04:00:00,58,False,-0.01694915254237288
367,2015-01-16 05:00:00,57,False,-0.017241379310344827
368,2015-01-16 06:00:00,48,False,-0.15789473684210525
369,2015-01-16 07:00:00,46,False,-0.041666666666666664
370,2015-01-16 08:00:00,41,False,-0.10869565217391304
371,2015-01-16 09:00:00,39,False,-0.04878048780487805
372,2015-01-16 10:00:00,39,False,0.0
373,2015-01-16 11:00:00,37,False,-0.05128205128205128
374,2015-01-16 12:00:00,42,False,0.13513513513513514
375,2015-01-16 13:00:00,49,False,0.16666666666666666
376,2015-01-16 14:00:00,60,False,0.22448979591836735
377,2015-01-16 15:00:00,68,False,0.13333333333333333
378,2015-01-16 16:00:00,74,False,0.08823529411764706
379,2015-01-16 17:00:00,78,False,0.05405405405405406
380,2015-01-16 18:00:00,83,False,0.0641025641025641
381,2015-01-16 19:00:00,88,False,0.060240963855421686
382,2015-01-16 20:00:00,88,False,0.0
383,2015-01-16 21:00:00,81,False,-0.07954545454545454
384,2015-01-16 22:00:00,75,False,-0.07407407407407407
385,2015-01-16 23:00:00,65,False,-0.13333333333333333
386,2015-01-17 00:00:00,62,False,-0.046153846153846156
387,2015-01-17 01:00:00,55,False,-0.11290322580645161
388,2015-01-17 02:00:00,54,False,-0.01818181818181818
389,2015-01-17 03:00:00,53,False,-0.018518518518518517
390,2015-01-17 04:00:00,54,False,0.018867924528301886
391,2015-01-17 05:00:00,52,False,-0.037037037037037035
392,2015-01-17 06:00:00,48,False,-0.07692307692307693
393,2015-01-17 07:00:00,42,False,-0.125
394,2015-01-17 08:00:00,44,False,0.047619047619047616
395,2015-01-17 09:00:00,39,False,-0.11363636363636363
396,2015-01-17 10:00:00,36,False,-0.07692307692307693
397,2015-01-17 11:00:00,37,False,0.027777777777777776
398,2015-01-17 12:00:00,36,False,-0.02702702702702703
399,2015-01-17 13:00:00,34,False,-0.05555555555555555
400,2015-01-17 14:00:00,35,False,0.029411764705882353
401,2015-01-17 15:00:00,34,False,-0.02857142857142857
402,2015-01-17 16:00:00,35,False,0.029411764705882353
403,2015-01-17 17:00:00,36,False,0.02857142857142857
404,2015-01-17 18:00:00,35,False,-0.027777777777777776
405,2015-01-17 19:00:00,38,False,0.08571428571428572
406,2015-01-17 20:00:00,35,False,-0.07894736842105263
407,2015-01-17 21:00:00,34,False,-0.02857142857142857
408,2015-01-17 22:00:00,35,False,0.029411764705882353
409,2015-01-17 23:00:00,34,False,-0.02857142857142857
410,2015-01-18 00:00:00,39,False,0.14705882352941177
411,2015-01-18 01:00:00,39,False,0.0
412,2015-01-18 02:00:00,37,False,-0.05128205128205128
413,2015-01-18 03:00:00,39,False,0.05405405405405406
414,2015-01-18 04:00:00,38,False,-0.02564102564102564
415,2015-01-18 05:00:00,42,False,0.10526315789473684
416,2015-01-18 06:00:00,43,False,0.023809523809523808
417,2015-01-18 07:00:00,35,False,-0.18604651162790697
418,2015-01-18 08:00:00,33,False,-0.05714285714285714
419,2015-01-18 09:00:00,33,False,0.0
420,2015-01-18 10:00:00,32,False,-0.030303030303030304
421,2015-01-18 11:00:00,35,False,0.09375
422,2015-01-18 12:00:00,34,False,-0.02857142857142857
423,2015-01-18 13:00:00,35,False,0.029411764705882353
424,2015-01-18 14:00:00,37,False,0.05714285714285714
425,2015-01-18 15:00:00,45,False,0.21621621621621623
426,2015-01-18 16:00:00,54,False,0.2
427,2015-01-18 17:00:00,58,False,0.07407407407407407
428,2015-01-18 18:00:00,66,False,0.13793103448275862
429,2015-01-18 19:00:00,66,False,0.0
430,2015-01-18 20:00:00,69,False,0.045454545454545456
431,2015-01-18 21:00:00,72,False,0.043478260869565216
432,2015-01-18 22:00:00,69,False,-0.041666666666666664
433,2015-01-18 23:00:00,72,False,0.043478260869565216
434,2015-01-19 00:00:00,69,False,-0.041666666666666664
435,2015-01-19 01:00:00,66,False,-0.043478260869565216
436,2015-01-19 02:00:00,64,False,-0.030303030303030304
437,2015-01-19 03:00:00,60,False,-0.0625
438,2015-01-19 04:00:00,58,False,-0.03333333333333333
439,2015-01-19 05:00:00,54,False,-0.06896551724137931
440,2015-01-19 06:00:00,51,False,-0.05555555555555555
441,2015-01-19 07:00:00,42,False,-0.17647058823529413
442,2015-01-19 08:00:00,42,False,0.0
443,2015-01-19 09:00:00,40,False,-0.047619047619047616
444,2015-01-19 10:00:00,40,False,0.0
445,2015-01-19 11:00:00,38,False,-0.05
446,2015-01-19 12:00:00,36,False,-0.05263157894736842
447,2015-01-19 13:00:00,38,False,0.05555555555555555
448,2015-01-19 14:00:00,37,False,-0.02631578947368421
449,2015-01-19 15:00:00,38,False,0.02702702702702703
450,2015-01-19 16:00:00,40,False,0.05263157894736842
451,2015-01-19 17:00:00,40,False,0.0
452,2015-01-19 18:00:00,41,False,0.025
453,2015-01-19 19:00:00,39,False,-0.04878048780487805
454,2015-01-19 20:00:00,41,False,0.05128205128205128
455,2015-01-19 21:00:00,41,False,0.0
456,2015-01-19 22:00:00,44,False,0.07317073170731707
457,2015-01-19 23:00:00,47,False,0.06818181818181818
458,2015-01-20 00:00:00,53,False,0.1276595744680851
459,2015-01-20 01:00:00,55,False,0.03773584905660377
460,2015-01-20 02:00:00,57,False,0.03636363636363636
461,2015-01-20 03:00:00,63,False,0.10526315789473684
462,2015-01-20 04:00:00,65,False,0.031746031746031744
463,2015-01-20 05:00:00,63,False,-0.03076923076923077
464,2015-01-20 06:00:00,65,False,0.031746031746031744
465,2015-01-20 07:00:00,62,False,-0.046153846153846156
466,2015-01-20 08:00:00,68,False,0.0967741935483871
467,2015-01-20 09:00:00,79,False,0.16176470588235295
468,2015-01-20 10:00:00,83,False,0.05063291139240506
469,2015-01-20 11:00:00,76,False,-0.08433734939759036
470,2015-01-20 12:00:00,71,False,-0.06578947368421052
471,2015-01-20 13:00:00,69,False,-0.028169014084507043
472,2015-01-20 14:00:00,75,False,0.08695652173913043
473,2015-01-20 15:00:00,81,False,0.08
474,2015-01-20 16:00:00,83,False,0.024691358024691357
475,2015-01-20 17:00:00,89,False,0.07228915662650602
476,2015-01-20 18:00:00,90,False,0.011235955056179775
477,2015-01-20 19:00:00,90,False,0.0
478,2015-01-20 20:00:00,87,False,-0.03333333333333333
479,2015-01-20 21:00:00,76,False,-0.12643678160919541
480,2015-01-20 22:00:00,76,False,0.0
481,2015-01-20 23:00:00,72,False,-0.05263157894736842
482,2015-01-21 00:00:00,68,False,-0.05555555555555555
483,2015-01-21 01:00:00,68,False,0.0
484,2015-01-21 02:00:00,79,False,0.16176470588235295
485,2015-01-21 03:00:00,87,False,0.10126582278481013
486,2015-01-21 04:00:00,79,False,-0.09195402298850575
487,2015-01-21 05:00:00,75,False,-0.05063291139240506
488,2015-01-21 06:00:00,69,False,-0.08
489,2015-01-21 07:00:00,71,False,0.028985507246376812
490,2015-01-21 08:00:00,80,False,0.1267605633802817
491,2015-01-21 09:00:00,77,False,-0.0375
492,2015-01-21 10:00:00,70,False,-0.09090909090909091
493,2015-01-21 11:00:00,66,False,-0.05714285714285714
494,2015-01-21 12:00:00,68,False,0.030303030303030304
495,2015-01-21 13:00:00,71,False,0.04411764705882353
496,2015-01-21 14:00:00,80,False,0.1267605633802817
497,2015-01-21 15:00:00,82,False,0.025
498,2015-01-21 16:00:00,90,False,0.0975609756097561
499,2015-01-21 17:00:00,95,False,0.05555555555555555
500,2015-01-21 18:00:00,99,False,0.042105263157894736
501,2015-01-21 19:00:00,100,False,0.010101010101010102
502,2015-01-21 20:00:00,94,False,-0.06
503,2015-01-21 21:00:00,88,False,-0.06382978723404255
504,2015-01-21 22:00:00,81,False,-0.07954545454545454
505,2015-01-21 23:00:00,77,False,-0.04938271604938271
506,2015-01-22 00:00:00,75,False,-0.025974025974025976
507,2015-01-22 00:00:00,75,False,0.0
508,2015-01-22 01:00:00,75,False,0.0
509,2015-01-22 02:00:00,71,False,-0.05333333333333334
510,2015-01-22 03:00:00,71,False,0.0
511,2015-01-22 04:00:00,90,False,0.2676056338028169
512,2015-01-22 05:00:00,76,False,-0.15555555555555556
513,2015-01-22 06:00:00,60,False,-0.21052631578947367
