,date,government spending,isPartial,delta
108,2015-01-05 12:00:00,5,False,-0.16666666666666666
109,2015-01-05 13:00:00,4,False,-0.2
110,2015-01-05 14:00:00,5,False,0.25
111,2015-01-05 15:00:00,6,False,0.2
112,2015-01-05 16:00:00,7,False,0.16666666666666666
113,2015-01-05 17:00:00,7,False,0.0
114,2015-01-05 18:00:00,7,False,0.0
115,2015-01-05 19:00:00,9,False,0.2857142857142857
116,2015-01-05 20:00:00,7,False,-0.2222222222222222
117,2015-01-05 21:00:00,8,False,0.14285714285714285
118,2015-01-05 22:00:00,10,False,0.25
119,2015-01-05 23:00:00,10,False,0.0
120,2015-01-06 00:00:00,7,False,-0.3
121,2015-01-06 01:00:00,7,False,0.0
122,2015-01-06 02:00:00,7,False,0.0
123,2015-01-06 03:00:00,5,False,-0.2857142857142857
124,2015-01-06 04:00:00,6,False,0.2
125,2015-01-06 05:00:00,7,False,0.16666666666666666
126,2015-01-06 06:00:00,6,False,-0.14285714285714285
127,2015-01-06 07:00:00,6,False,0.0
128,2015-01-06 08:00:00,6,False,0.0
129,2015-01-06 09:00:00,6,False,0.0
130,2015-01-06 10:00:00,6,False,0.0
131,2015-01-06 11:00:00,6,False,0.0
132,2015-01-06 12:00:00,10,False,0.6666666666666666
133,2015-01-06 13:00:00,8,False,-0.2
134,2015-01-06 14:00:00,8,False,0.0
135,2015-01-06 15:00:00,8,False,0.0
136,2015-01-06 16:00:00,8,False,0.0
137,2015-01-06 17:00:00,9,False,0.125
138,2015-01-06 18:00:00,7,False,-0.2222222222222222
139,2015-01-06 19:00:00,6,False,-0.14285714285714285
140,2015-01-06 20:00:00,7,False,0.16666666666666666
141,2015-01-06 21:00:00,7,False,0.0
142,2015-01-06 22:00:00,7,False,0.0
143,2015-01-06 23:00:00,6,False,-0.14285714285714285
144,2015-01-07 00:00:00,11,False,0.8333333333333334
145,2015-01-07 01:00:00,8,False,-0.2727272727272727
146,2015-01-07 02:00:00,8,False,0.0
147,2015-01-07 03:00:00,8,False,0.0
148,2015-01-07 04:00:00,9,False,0.125
149,2015-01-07 05:00:00,5,False,-0.4444444444444444
150,2015-01-07 06:00:00,7,False,0.4
151,2015-01-07 07:00:00,5,False,-0.2857142857142857
152,2015-01-07 08:00:00,4,False,-0.2
153,2015-01-07 09:00:00,6,False,0.5
154,2015-01-07 10:00:00,5,False,-0.16666666666666666
155,2015-01-07 11:00:00,5,False,0.0
156,2015-01-07 12:00:00,5,False,0.0
157,2015-01-07 13:00:00,5,False,0.0
158,2015-01-07 14:00:00,7,False,0.4
159,2015-01-07 15:00:00,8,False,0.14285714285714285
160,2015-01-07 16:00:00,10,False,0.25
161,2015-01-07 17:00:00,7,False,-0.3
162,2015-01-07 18:00:00,6,False,-0.14285714285714285
163,2015-01-07 19:00:00,7,False,0.16666666666666666
164,2015-01-07 20:00:00,6,False,-0.14285714285714285
165,2015-01-07 21:00:00,6,False,0.0
166,2015-01-07 22:00:00,7,False,0.16666666666666666
167,2015-01-07 23:00:00,5,False,-0.2857142857142857
168,2015-01-08 00:00:00,7,False,0.4
169,2015-01-08 00:00:00,66,False,8.428571428571429
170,2015-01-08 01:00:00,80,False,0.21212121212121213
171,2015-01-08 02:00:00,68,False,-0.15
172,2015-01-08 03:00:00,79,False,0.16176470588235295
173,2015-01-08 04:00:00,71,False,-0.10126582278481013
174,2015-01-08 05:00:00,57,False,-0.19718309859154928
175,2015-01-08 06:00:00,54,False,-0.05263157894736842
176,2015-01-08 07:00:00,42,False,-0.2222222222222222
177,2015-01-08 08:00:00,41,False,-0.023809523809523808
178,2015-01-08 09:00:00,41,False,0.0
179,2015-01-08 10:00:00,55,False,0.34146341463414637
180,2015-01-08 11:00:00,41,False,-0.2545454545454545
181,2015-01-08 12:00:00,37,False,-0.0975609756097561
182,2015-01-08 13:00:00,45,False,0.21621621621621623
183,2015-01-08 14:00:00,49,False,0.08888888888888889
184,2015-01-08 15:00:00,66,False,0.3469387755102041
185,2015-01-08 16:00:00,68,False,0.030303030303030304
186,2015-01-08 17:00:00,70,False,0.029411764705882353
187,2015-01-08 18:00:00,60,False,-0.14285714285714285
188,2015-01-08 19:00:00,61,False,0.016666666666666666
189,2015-01-08 20:00:00,87,False,0.4262295081967213
190,2015-01-08 21:00:00,57,False,-0.3448275862068966
191,2015-01-08 22:00:00,59,False,0.03508771929824561
192,2015-01-08 23:00:00,56,False,-0.05084745762711865
193,2015-01-09 00:00:00,60,False,0.07142857142857142
194,2015-01-09 01:00:00,76,False,0.26666666666666666
195,2015-01-09 02:00:00,65,False,-0.14473684210526316
196,2015-01-09 03:00:00,76,False,0.16923076923076924
197,2015-01-09 04:00:00,61,False,-0.19736842105263158
198,2015-01-09 05:00:00,55,False,-0.09836065573770492
199,2015-01-09 06:00:00,39,False,-0.2909090909090909
200,2015-01-09 07:00:00,38,False,-0.02564102564102564
201,2015-01-09 08:00:00,44,False,0.15789473684210525
202,2015-01-09 09:00:00,46,False,0.045454545454545456
203,2015-01-09 10:00:00,41,False,-0.10869565217391304
204,2015-01-09 11:00:00,32,False,-0.21951219512195122
205,2015-01-09 12:00:00,40,False,0.25
206,2015-01-09 13:00:00,56,False,0.4
207,2015-01-09 14:00:00,68,False,0.21428571428571427
208,2015-01-09 15:00:00,65,False,-0.04411764705882353
209,2015-01-09 16:00:00,70,False,0.07692307692307693
210,2015-01-09 17:00:00,70,False,0.0
211,2015-01-09 18:00:00,57,False,-0.18571428571428572
212,2015-01-09 19:00:00,46,False,-0.19298245614035087
213,2015-01-09 20:00:00,56,False,0.21739130434782608
214,2015-01-09 21:00:00,48,False,-0.14285714285714285
215,2015-01-09 22:00:00,49,False,0.020833333333333332
216,2015-01-09 23:00:00,42,False,-0.14285714285714285
217,2015-01-10 00:00:00,44,False,0.047619047619047616
218,2015-01-10 01:00:00,37,False,-0.1590909090909091
219,2015-01-10 02:00:00,48,False,0.2972972972972973
220,2015-01-10 03:00:00,35,False,-0.2708333333333333
221,2015-01-10 04:00:00,35,False,0.0
222,2015-01-10 05:00:00,32,False,-0.08571428571428572
223,2015-01-10 06:00:00,26,False,-0.1875
224,2015-01-10 07:00:00,29,False,0.11538461538461539
225,2015-01-10 08:00:00,24,False,-0.1724137931034483
226,2015-01-10 09:00:00,21,False,-0.125
227,2015-01-10 10:00:00,26,False,0.23809523809523808
228,2015-01-10 11:00:00,17,False,-0.34615384615384615
229,2015-01-10 12:00:00,16,False,-0.058823529411764705
230,2015-01-10 13:00:00,19,False,0.1875
231,2015-01-10 14:00:00,25,False,0.3157894736842105
232,2015-01-10 15:00:00,30,False,0.2
233,2015-01-10 16:00:00,31,False,0.03333333333333333
234,2015-01-10 17:00:00,28,False,-0.0967741935483871
235,2015-01-10 18:00:00,25,False,-0.10714285714285714
236,2015-01-10 19:00:00,23,False,-0.08
237,2015-01-10 20:00:00,23,False,0.0
238,2015-01-10 21:00:00,38,False,0.6521739130434783
239,2015-01-10 22:00:00,27,False,-0.2894736842105263
240,2015-01-10 23:00:00,22,False,-0.18518518518518517
241,2015-01-11 00:00:00,30,False,0.36363636363636365
242,2015-01-11 01:00:00,38,False,0.26666666666666666
243,2015-01-11 02:00:00,30,False,-0.21052631578947367
244,2015-01-11 03:00:00,35,False,0.16666666666666666
245,2015-01-11 04:00:00,31,False,-0.11428571428571428
246,2015-01-11 05:00:00,29,False,-0.06451612903225806
247,2015-01-11 06:00:00,25,False,-0.13793103448275862
248,2015-01-11 07:00:00,30,False,0.2
249,2015-01-11 08:00:00,31,False,0.03333333333333333
250,2015-01-11 09:00:00,30,False,-0.03225806451612903
251,2015-01-11 10:00:00,22,False,-0.26666666666666666
252,2015-01-11 11:00:00,34,False,0.5454545454545454
253,2015-01-11 12:00:00,36,False,0.058823529411764705
254,2015-01-11 13:00:00,30,False,-0.16666666666666666
255,2015-01-11 14:00:00,29,False,-0.03333333333333333
256,2015-01-11 15:00:00,36,False,0.2413793103448276
257,2015-01-11 16:00:00,32,False,-0.1111111111111111
258,2015-01-11 17:00:00,33,False,0.03125
259,2015-01-11 18:00:00,38,False,0.15151515151515152
260,2015-01-11 19:00:00,53,False,0.39473684210526316
261,2015-01-11 20:00:00,58,False,0.09433962264150944
262,2015-01-11 21:00:00,47,False,-0.1896551724137931
263,2015-01-11 22:00:00,55,False,0.1702127659574468
264,2015-01-11 23:00:00,63,False,0.14545454545454545
265,2015-01-12 00:00:00,69,False,0.09523809523809523
266,2015-01-12 01:00:00,62,False,-0.10144927536231885
267,2015-01-12 02:00:00,67,False,0.08064516129032258
268,2015-01-12 03:00:00,48,False,-0.2835820895522388
269,2015-01-12 04:00:00,83,False,0.7291666666666666
270,2015-01-12 05:00:00,50,False,-0.39759036144578314
271,2015-01-12 06:00:00,45,False,-0.1
272,2015-01-12 07:00:00,42,False,-0.06666666666666667
273,2015-01-12 08:00:00,43,False,0.023809523809523808
274,2015-01-12 09:00:00,34,False,-0.20930232558139536
275,2015-01-12 10:00:00,34,False,0.0
276,2015-01-12 11:00:00,35,False,0.029411764705882353
277,2015-01-12 12:00:00,33,False,-0.05714285714285714
278,2015-01-12 13:00:00,60,False,0.8181818181818182
279,2015-01-12 14:00:00,57,False,-0.05
280,2015-01-12 15:00:00,76,False,0.3333333333333333
281,2015-01-12 16:00:00,59,False,-0.2236842105263158
282,2015-01-12 17:00:00,55,False,-0.06779661016949153
283,2015-01-12 18:00:00,55,False,0.0
284,2015-01-12 19:00:00,61,False,0.10909090909090909
285,2015-01-12 20:00:00,67,False,0.09836065573770492
286,2015-01-12 21:00:00,69,False,0.029850746268656716
287,2015-01-12 22:00:00,99,False,0.43478260869565216
288,2015-01-12 23:00:00,59,False,-0.40404040404040403
289,2015-01-13 00:00:00,79,False,0.3389830508474576
290,2015-01-13 01:00:00,82,False,0.0379746835443038
291,2015-01-13 02:00:00,100,False,0.21951219512195122
292,2015-01-13 03:00:00,76,False,-0.24
293,2015-01-13 04:00:00,62,False,-0.18421052631578946
294,2015-01-13 05:00:00,55,False,-0.11290322580645161
295,2015-01-13 06:00:00,53,False,-0.03636363636363636
296,2015-01-13 07:00:00,32,False,-0.39622641509433965
297,2015-01-13 08:00:00,31,False,-0.03125
298,2015-01-13 09:00:00,41,False,0.3225806451612903
299,2015-01-13 10:00:00,29,False,-0.2926829268292683
300,2015-01-13 11:00:00,37,False,0.27586206896551724
301,2015-01-13 12:00:00,40,False,0.08108108108108109
302,2015-01-13 13:00:00,68,False,0.7
303,2015-01-13 14:00:00,71,False,0.04411764705882353
304,2015-01-13 15:00:00,77,False,0.08450704225352113
305,2015-01-13 16:00:00,84,False,0.09090909090909091
306,2015-01-13 17:00:00,66,False,-0.21428571428571427
307,2015-01-13 18:00:00,81,False,0.22727272727272727
308,2015-01-13 19:00:00,69,False,-0.14814814814814814
309,2015-01-13 20:00:00,52,False,-0.2463768115942029
310,2015-01-13 21:00:00,77,False,0.4807692307692308
311,2015-01-13 22:00:00,64,False,-0.16883116883116883
312,2015-01-13 23:00:00,75,False,0.171875
313,2015-01-14 00:00:00,72,False,-0.04
314,2015-01-14 01:00:00,85,False,0.18055555555555555
315,2015-01-14 02:00:00,80,False,-0.058823529411764705
316,2015-01-14 03:00:00,61,False,-0.2375
317,2015-01-14 04:00:00,59,False,-0.03278688524590164
318,2015-01-14 05:00:00,46,False,-0.22033898305084745
319,2015-01-14 06:00:00,69,False,0.5
320,2015-01-14 07:00:00,56,False,-0.18840579710144928
321,2015-01-14 08:00:00,39,False,-0.30357142857142855
322,2015-01-14 09:00:00,39,False,0.0
323,2015-01-14 10:00:00,31,False,-0.20512820512820512
324,2015-01-14 11:00:00,35,False,0.12903225806451613
325,2015-01-14 12:00:00,30,False,-0.14285714285714285
326,2015-01-14 13:00:00,46,False,0.5333333333333333
327,2015-01-14 14:00:00,74,False,0.6086956521739131
328,2015-01-14 15:00:00,70,False,-0.05405405405405406
329,2015-01-14 16:00:00,69,False,-0.014285714285714285
330,2015-01-14 17:00:00,54,False,-0.21739130434782608
331,2015-01-14 18:00:00,64,False,0.18518518518518517
332,2015-01-14 19:00:00,56,False,-0.125
333,2015-01-14 20:00:00,52,False,-0.07142857142857142
334,2015-01-14 21:00:00,65,False,0.25
335,2015-01-14 22:00:00,63,False,-0.03076923076923077
336,2015-01-14 23:00:00,78,False,0.23809523809523808
337,2015-01-15 00:00:00,60,False,-0.23076923076923078
338,2015-01-15 00:00:00,49,False,-0.18333333333333332
339,2015-01-15 01:00:00,66,False,0.3469387755102041
340,2015-01-15 02:00:00,89,False,0.3484848484848485
341,2015-01-15 03:00:00,72,False,-0.19101123595505617
342,2015-01-15 04:00:00,51,False,-0.2916666666666667
343,2015-01-15 05:00:00,40,False,-0.21568627450980393
344,2015-01-15 06:00:00,40,False,0.0
345,2015-01-15 07:00:00,25,False,-0.375
346,2015-01-15 08:00:00,22,False,-0.12
347,2015-01-15 09:00:00,28,False,0.2727272727272727
348,2015-01-15 10:00:00,23,False,-0.17857142857142858
349,2015-01-15 11:00:00,25,False,0.08695652173913043
350,2015-01-15 12:00:00,35,False,0.4
351,2015-01-15 13:00:00,43,False,0.22857142857142856
352,2015-01-15 14:00:00,54,False,0.2558139534883721
353,2015-01-15 15:00:00,55,False,0.018518518518518517
354,2015-01-15 16:00:00,70,False,0.2727272727272727
355,2015-01-15 17:00:00,54,False,-0.22857142857142856
356,2015-01-15 18:00:00,63,False,0.16666666666666666
357,2015-01-15 19:00:00,39,False,-0.38095238095238093
358,2015-01-15 20:00:00,44,False,0.1282051282051282
359,2015-01-15 21:00:00,50,False,0.13636363636363635
360,2015-01-15 22:00:00,62,False,0.24
361,2015-01-15 23:00:00,59,False,-0.04838709677419355
362,2015-01-16 00:00:00,67,False,0.13559322033898305
363,2015-01-16 01:00:00,74,False,0.1044776119402985
364,2015-01-16 02:00:00,54,False,-0.2702702702702703
365,2015-01-16 03:00:00,50,False,-0.07407407407407407
366,2015-01-16 04:00:00,45,False,-0.1
367,2015-01-16 05:00:00,46,False,0.022222222222222223
368,2015-01-16 06:00:00,39,False,-0.15217391304347827
369,2015-01-16 07:00:00,24,False,-0.38461538461538464
370,2015-01-16 08:00:00,35,False,0.4583333333333333
371,2015-01-16 09:00:00,26,False,-0.2571428571428571
372,2015-01-16 10:00:00,27,False,0.038461538461538464
373,2015-01-16 11:00:00,38,False,0.4074074074074074
374,2015-01-16 12:00:00,20,False,-0.47368421052631576
375,2015-01-16 13:00:00,34,False,0.7
376,2015-01-16 14:00:00,49,False,0.4411764705882353
377,2015-01-16 15:00:00,47,False,-0.04081632653061224
378,2015-01-16 16:00:00,41,False,-0.1276595744680851
379,2015-01-16 17:00:00,43,False,0.04878048780487805
380,2015-01-16 18:00:00,43,False,0.0
381,2015-01-16 19:00:00,32,False,-0.2558139534883721
382,2015-01-16 20:00:00,48,False,0.5
383,2015-01-16 21:00:00,38,False,-0.20833333333333334
384,2015-01-16 22:00:00,38,False,0.0
385,2015-01-16 23:00:00,43,False,0.13157894736842105
386,2015-01-17 00:00:00,28,False,-0.3488372093023256
387,2015-01-17 01:00:00,29,False,0.03571428571428571
388,2015-01-17 02:00:00,33,False,0.13793103448275862
389,2015-01-17 03:00:00,17,False,-0.48484848484848486
390,2015-01-17 04:00:00,24,False,0.4117647058823529
391,2015-01-17 05:00:00,27,False,0.125
392,2015-01-17 06:00:00,13,False,-0.5185185185185185
393,2015-01-17 07:00:00,17,False,0.3076923076923077
394,2015-01-17 08:00:00,9,False,-0.47058823529411764
395,2015-01-17 09:00:00,7,False,-0.2222222222222222
396,2015-01-17 10:00:00,15,False,1.1428571428571428
397,2015-01-17 11:00:00,14,False,-0.06666666666666667
398,2015-01-17 12:00:00,18,False,0.2857142857142857
399,2015-01-17 13:00:00,16,False,-0.1111111111111111
400,2015-01-17 14:00:00,16,False,0.0
401,2015-01-17 15:00:00,18,False,0.125
402,2015-01-17 16:00:00,27,False,0.5
403,2015-01-17 17:00:00,22,False,-0.18518518518518517
404,2015-01-17 18:00:00,23,False,0.045454545454545456
405,2015-01-17 19:00:00,22,False,-0.043478260869565216
406,2015-01-17 20:00:00,28,False,0.2727272727272727
407,2015-01-17 21:00:00,22,False,-0.21428571428571427
408,2015-01-17 22:00:00,31,False,0.4090909090909091
409,2015-01-17 23:00:00,36,False,0.16129032258064516
410,2015-01-18 00:00:00,37,False,0.027777777777777776
411,2015-01-18 01:00:00,32,False,-0.13513513513513514
412,2015-01-18 02:00:00,31,False,-0.03125
413,2015-01-18 03:00:00,31,False,0.0
414,2015-01-18 04:00:00,34,False,0.0967741935483871
415,2015-01-18 05:00:00,17,False,-0.5
416,2015-01-18 06:00:00,18,False,0.058823529411764705
417,2015-01-18 07:00:00,26,False,0.4444444444444444
418,2015-01-18 08:00:00,17,False,-0.34615384615384615
419,2015-01-18 09:00:00,22,False,0.29411764705882354
420,2015-01-18 10:00:00,16,False,-0.2727272727272727
421,2015-01-18 11:00:00,19,False,0.1875
422,2015-01-18 12:00:00,24,False,0.2631578947368421
423,2015-01-18 13:00:00,28,False,0.16666666666666666
424,2015-01-18 14:00:00,23,False,-0.17857142857142858
425,2015-01-18 15:00:00,27,False,0.17391304347826086
426,2015-01-18 16:00:00,31,False,0.14814814814814814
427,2015-01-18 17:00:00,32,False,0.03225806451612903
428,2015-01-18 18:00:00,29,False,-0.09375
429,2015-01-18 19:00:00,34,False,0.1724137931034483
430,2015-01-18 20:00:00,30,False,-0.11764705882352941
431,2015-01-18 21:00:00,48,False,0.6
432,2015-01-18 22:00:00,49,False,0.020833333333333332
433,2015-01-18 23:00:00,58,False,0.1836734693877551
434,2015-01-19 00:00:00,43,False,-0.25862068965517243
435,2015-01-19 01:00:00,57,False,0.32558139534883723
436,2015-01-19 02:00:00,45,False,-0.21052631578947367
437,2015-01-19 03:00:00,38,False,-0.15555555555555556
438,2015-01-19 04:00:00,41,False,0.07894736842105263
439,2015-01-19 05:00:00,22,False,-0.4634146341463415
440,2015-01-19 06:00:00,32,False,0.45454545454545453
441,2015-01-19 07:00:00,28,False,-0.125
442,2015-01-19 08:00:00,26,False,-0.07142857142857142
443,2015-01-19 09:00:00,31,False,0.19230769230769232
444,2015-01-19 10:00:00,37,False,0.1935483870967742
445,2015-01-19 11:00:00,23,False,-0.3783783783783784
446,2015-01-19 12:00:00,20,False,-0.13043478260869565
447,2015-01-19 13:00:00,27,False,0.35
448,2015-01-19 14:00:00,26,False,-0.037037037037037035
449,2015-01-19 15:00:00,37,False,0.4230769230769231
450,2015-01-19 16:00:00,39,False,0.05405405405405406
451,2015-01-19 17:00:00,33,False,-0.15384615384615385
452,2015-01-19 18:00:00,41,False,0.24242424242424243
453,2015-01-19 19:00:00,50,False,0.21951219512195122
454,2015-01-19 20:00:00,45,False,-0.1
455,2015-01-19 21:00:00,55,False,0.2222222222222222
456,2015-01-19 22:00:00,62,False,0.12727272727272726
457,2015-01-19 23:00:00,49,False,-0.20967741935483872
458,2015-01-20 00:00:00,51,False,0.04081632653061224
459,2015-01-20 01:00:00,63,False,0.23529411764705882
460,2015-01-20 02:00:00,61,False,-0.031746031746031744
461,2015-01-20 03:00:00,74,False,0.21311475409836064
462,2015-01-20 04:00:00,100,False,0.35135135135135137
463,2015-01-20 05:00:00,31,False,-0.69
464,2015-01-20 06:00:00,39,False,0.25806451612903225
465,2015-01-20 07:00:00,29,False,-0.2564102564102564
466,2015-01-20 08:00:00,25,False,-0.13793103448275862
467,2015-01-20 09:00:00,34,False,0.36
468,2015-01-20 10:00:00,25,False,-0.2647058823529412
469,2015-01-20 11:00:00,28,False,0.12
470,2015-01-20 12:00:00,41,False,0.4642857142857143
471,2015-01-20 13:00:00,39,False,-0.04878048780487805
472,2015-01-20 14:00:00,50,False,0.28205128205128205
473,2015-01-20 15:00:00,62,False,0.24
474,2015-01-20 16:00:00,44,False,-0.2903225806451613
475,2015-01-20 17:00:00,50,False,0.13636363636363635
476,2015-01-20 18:00:00,83,False,0.66
477,2015-01-20 19:00:00,45,False,-0.4578313253012048
478,2015-01-20 20:00:00,63,False,0.4
479,2015-01-20 21:00:00,47,False,-0.25396825396825395
480,2015-01-20 22:00:00,62,False,0.3191489361702128
481,2015-01-20 23:00:00,50,False,-0.1935483870967742
482,2015-01-21 00:00:00,69,False,0.38
483,2015-01-21 01:00:00,63,False,-0.08695652173913043
484,2015-01-21 02:00:00,92,False,0.4603174603174603
485,2015-01-21 03:00:00,90,False,-0.021739130434782608
486,2015-01-21 04:00:00,57,False,-0.36666666666666664
487,2015-01-21 05:00:00,38,False,-0.3333333333333333
488,2015-01-21 06:00:00,61,False,0.6052631578947368
489,2015-01-21 07:00:00,28,False,-0.5409836065573771
490,2015-01-21 08:00:00,30,False,0.07142857142857142
491,2015-01-21 09:00:00,37,False,0.23333333333333334
492,2015-01-21 10:00:00,29,False,-0.21621621621621623
493,2015-01-21 11:00:00,30,False,0.034482758620689655
494,2015-01-21 12:00:00,29,False,-0.03333333333333333
495,2015-01-21 13:00:00,43,False,0.4827586206896552
496,2015-01-21 14:00:00,51,False,0.18604651162790697
497,2015-01-21 15:00:00,60,False,0.17647058823529413
498,2015-01-21 16:00:00,65,False,0.08333333333333333
499,2015-01-21 17:00:00,51,False,-0.2153846153846154
500,2015-01-21 18:00:00,54,False,0.058823529411764705
501,2015-01-21 19:00:00,55,False,0.018518518518518517
502,2015-01-21 20:00:00,67,False,0.21818181818181817
503,2015-01-21 21:00:00,62,False,-0.07462686567164178
504,2015-01-21 22:00:00,37,False,-0.4032258064516129
505,2015-01-21 23:00:00,59,False,0.5945945945945946
506,2015-01-22 00:00:00,70,False,0.1864406779661017
507,2015-01-22 00:00:00,90,False,0.2857142857142857
508,2015-01-22 01:00:00,70,False,-0.2222222222222222
509,2015-01-22 02:00:00,80,False,0.14285714285714285
510,2015-01-22 03:00:00,91,False,0.1375
511,2015-01-22 04:00:00,80,False,-0.12087912087912088
512,2015-01-22 05:00:00,81,False,0.0125
513,2015-01-22 06:00:00,60,False,-0.25925925925925924
514,2015-01-22 07:00:00,42,False,-0.3
515,2015-01-22 08:00:00,42,False,0.0
516,2015-01-22 09:00:00,48,False,0.14285714285714285
517,2015-01-22 10:00:00,30,False,-0.375
518,2015-01-22 11:00:00,48,False,0.6
